zone_id,latitude,longitude,hour,day_of_week,month,is_holiday,temperature,precipitation,event_nearby,population_density,num_restaurants,transit_stops_nearby,demand_count
Bowness,51.090474,-114.191083,9,5,2,0,-3.8,0.5,0,677.0,6,6,6
Kensington,51.058755,-114.08449,17,4,4,0,7.2,4.1,0,8998.0,148,16,32
Downtown Commercial Core,51.045482,-114.066589,9,2,6,0,17.9,15.7,0,9194.0,132,27,39
Hillhurst,51.059575,-114.08832,20,0,9,0,21.0,17.0,0,11663.0,44,7,28
Sunnyside,51.05795,-114.079945,14,1,7,0,29.6,16.2,0,1031.0,28,19,21
Marlborough,51.051044,-113.969186,17,2,6,0,10.8,0.6,1,1531.0,10,4,34
Beltline,51.03907,-114.072445,9,4,7,0,25.3,0.2,0,12253.0,72,21,27
Downtown Commercial Core,51.047079,-114.066826,0,2,3,0,3.1,2.0,0,9194.0,132,27,3
Bowness,51.089562,-114.18636,7,5,10,0,9.4,2.1,0,677.0,6,6,5
Beltline,51.039249,-114.073235,19,1,11,0,5.2,0.3,0,12253.0,72,21,18
Forest Lawn,51.047275,-113.972383,15,3,5,0,6.1,2.1,0,2420.0,8,4,12
Inglewood,51.034362,-114.028694,16,6,4,0,3.3,2.9,0,2547.0,14,15,23
Mission,51.034566,-114.068088,16,2,7,0,19.7,2.2,0,2547.0,129,15,23
Downtown Commercial Core,51.048649,-114.062983,15,5,11,0,-2.3,0.1,0,9194.0,132,27,23
University District,51.080454,-114.131041,23,2,1,0,-1.9,1.7,0,1952.0,4,5,2
17th Avenue SW,51.039037,-114.078767,2,0,6,0,17.6,1.2,0,10501.0,66,8,2
Sunnyside,51.058541,-114.087412,23,1,1,0,-8.4,0.6,0,1031.0,28,19,6
Forest Lawn,51.044657,-113.973262,7,5,10,0,3.3,9.8,0,2420.0,8,4,9
Marda Loop,51.023808,-114.092084,17,2,1,0,-6.3,1.0,0,1451.0,7,3,22
Sunalta,51.045617,-114.088527,21,6,3,0,-1.9,0.5,0,2854.0,63,15,14
University District,51.078396,-114.123402,11,0,3,0,-3.0,2.4,0,1952.0,4,5,12
Eau Claire,51.052324,-114.078251,16,5,12,0,-6.0,1.1,0,8455.0,24,4,20
Beltline,51.040772,-114.065224,12,6,11,0,-1.8,2.8,0,12253.0,72,21,28
Marda Loop,51.027651,-114.095138,16,0,4,0,6.0,3.6,0,1451.0,7,3,14
Sunalta,51.04303,-114.092078,13,2,1,0,-8.7,2.6,0,2854.0,63,15,15
Sunnyside,51.055243,-114.082848,6,5,1,0,-4.5,0.3,0,1031.0,28,19,9
Sunnyside,51.058188,-114.081429,17,0,3,0,-4.4,0.7,0,1031.0,28,19,16
Beltline,51.043134,-114.068801,16,6,7,0,26.7,2.1,0,12253.0,72,21,34
Marda Loop,51.025094,-114.091643,12,3,2,0,-8.9,1.7,0,1451.0,7,3,12
Marlborough,51.052628,-113.973852,7,6,3,0,0.1,1.0,0,1531.0,10,4,4
University District,51.08013,-114.136214,18,5,4,0,3.4,3.3,0,1952.0,4,5,17
Cliff Bungalow,51.034797,-114.078896,2,3,1,0,-1.3,0.0,0,2836.0,77,7,3
Crowfoot,51.122282,-114.160126,12,4,5,0,12.1,16.3,0,1289.0,9,6,12
Signal Hill,51.019074,-114.170332,13,3,3,0,1.0,1.0,0,1089.0,3,4,8
Crescent Heights,51.05658,-114.064341,18,6,5,0,19.1,1.0,0,4062.0,74,4,24
McKenzie Towne,50.921414,-113.957854,15,1,10,0,13.3,0.3,0,1688.0,10,1,6
Marlborough,51.05367,-113.976445,18,6,12,0,-1.8,1.1,1,1531.0,10,4,20
Inglewood,51.03919,-114.026645,21,3,5,0,7.0,4.5,0,2547.0,14,15,10
Sunalta,51.04411,-114.092727,23,1,7,0,14.7,3.9,0,2854.0,63,15,4
Crowfoot,51.122945,-114.164056,16,0,5,0,14.2,2.2,0,1289.0,9,6,5
Bankview,51.030321,-114.096494,13,3,9,0,14.5,0.6,0,3178.0,18,7,10
University District,51.073009,-114.128165,20,0,3,0,-1.8,4.2,0,1952.0,4,5,10
Bankview,51.030923,-114.092428,10,6,9,0,10.4,1.1,0,3178.0,18,7,11
Forest Lawn,51.040118,-113.970891,8,1,11,0,-5.7,2.4,0,2420.0,8,4,14
Downtown Commercial Core,51.045521,-114.062458,10,3,4,0,9.1,1.1,0,9194.0,132,27,21
East Village,51.045828,-114.047293,16,1,8,0,26.2,15.8,0,14642.0,72,17,42
Signal Hill,51.011093,-114.170163,11,3,12,0,-11.2,0.0,0,1089.0,3,4,3
Eau Claire,51.049417,-114.07106,1,0,12,0,-8.3,0.3,0,8455.0,24,4,4
Sunnyside,51.05755,-114.081678,4,3,6,0,7.6,0.5,0,1031.0,28,19,3
17th Avenue SW,51.039278,-114.078404,7,5,4,0,11.4,4.1,0,10501.0,66,8,9
Sunnyside,51.05709,-114.07895,11,2,2,0,-6.6,0.2,0,1031.0,28,19,12
Bridgeland,51.055245,-114.044453,11,0,12,0,-10.9,1.4,0,7505.0,38,33,12
Eau Claire,51.052536,-114.073935,3,2,5,0,12.5,0.4,0,8455.0,24,4,1
Ramsay,51.035997,-114.034738,9,3,3,1,-2.9,0.2,0,4208.0,75,13,14
Chinatown,51.052421,-114.064435,17,5,9,0,21.6,0.6,0,14759.0,49,10,27
Downtown Commercial Core,51.048828,-114.061028,16,4,10,1,-0.2,0.9,0,9194.0,132,27,22
Marlborough,51.050649,-113.970289,3,1,12,0,-11.1,0.5,1,1531.0,10,4,0
Hillhurst,51.058389,-114.09634,10,0,5,0,9.7,5.1,0,11663.0,44,7,17
Bowness,51.087611,-114.18938,18,3,12,0,-6.2,1.7,0,677.0,6,6,6
Coventry Hills,51.15383,-114.089873,8,6,6,0,11.8,10.3,0,839.0,21,3,5
Bankview,51.033283,-114.087151,7,1,2,0,-13.4,0.3,0,3178.0,18,7,14
Bridgeland,51.05697,-114.045664,11,3,6,0,20.3,3.0,0,7505.0,38,33,24
Bankview,51.034562,-114.09324,15,6,2,0,-2.5,0.0,1,3178.0,18,7,29
Kensington,51.052826,-114.091756,9,3,9,0,9.7,1.1,0,8998.0,148,16,30
Sunalta,51.0449,-114.086903,10,2,1,0,-17.8,3.7,0,2854.0,63,15,9
Crescent Heights,51.056398,-114.062961,12,5,12,0,-15.0,0.4,0,4062.0,74,4,11
Chinatown,51.048191,-114.062503,10,5,12,0,-4.7,0.4,0,14759.0,49,10,16
Sunnyside,51.061469,-114.086782,20,1,11,0,-10.1,2.7,0,1031.0,28,19,14
Sunalta,51.04144,-114.095453,10,6,2,0,-3.9,0.5,0,2854.0,63,15,13
Bridgeland,51.05652,-114.03917,7,4,4,0,6.0,1.2,1,7505.0,38,33,26
Shawnessy,50.910583,-114.068927,3,3,3,0,-9.5,1.9,0,1900.0,8,1,0
17th Avenue SW,51.035608,-114.079626,18,2,4,0,9.5,1.2,0,10501.0,66,8,35
Mission,51.035536,-114.06386,11,3,5,0,18.3,1.9,0,2547.0,129,15,18
Bridgeland,51.055719,-114.042686,18,1,12,0,-9.4,0.3,0,7505.0,38,33,26
Inglewood,51.037251,-114.02719,21,3,1,0,-11.3,0.8,0,2547.0,14,15,10
East Village,51.04708,-114.04461,20,0,12,0,-4.6,0.7,0,14642.0,72,17,14
Hillhurst,51.058992,-114.09441,13,1,12,0,-0.2,0.1,0,11663.0,44,7,21
Sunnyside,51.057125,-114.079824,21,1,8,0,19.0,6.5,0,1031.0,28,19,20
Sunalta,51.040392,-114.093536,16,1,1,0,-9.3,0.5,0,2854.0,63,15,16
Tuscany,51.124806,-114.217891,2,2,9,0,13.5,1.8,0,425.0,14,1,0
East Village,51.045763,-114.044758,8,4,3,0,-0.1,0.7,1,14642.0,72,17,68
Cliff Bungalow,51.033106,-114.078069,7,6,12,0,-0.6,1.2,0,2836.0,77,7,9
Shawnessy,50.911263,-114.070967,3,3,7,0,22.6,2.4,0,1900.0,8,1,0
Mount Royal,51.033748,-114.085976,11,0,5,0,10.9,0.8,0,10123.0,46,3,22
17th Avenue SW,51.039434,-114.081251,2,1,4,0,2.0,4.5,0,10501.0,66,8,2
McKenzie Towne,50.92098,-113.959327,16,3,6,0,18.5,2.4,1,1688.0,10,1,13
Mission,51.03692,-114.066527,6,5,9,0,13.3,5.6,0,2547.0,129,15,10
East Village,51.043324,-114.048418,13,6,5,0,7.4,6.2,0,14642.0,72,17,32
Tuscany,51.130071,-114.223226,11,6,4,1,1.0,12.7,0,425.0,14,1,4
University District,51.075893,-114.130941,0,2,6,0,20.9,13.3,0,1952.0,4,5,3
Cliff Bungalow,51.035538,-114.074413,11,6,4,0,7.0,6.0,0,2836.0,77,7,16
Marlborough,51.052885,-113.970715,19,1,3,0,-12.0,2.3,0,1531.0,10,4,6
Crescent Heights,51.059641,-114.06546,11,0,1,0,-19.7,2.8,0,4062.0,74,4,5
17th Avenue SW,51.036935,-114.078934,15,5,1,0,-9.4,1.0,0,10501.0,66,8,16
Tuscany,51.13052,-114.226434,10,0,11,0,-9.0,0.2,0,425.0,14,1,6
Sunnyside,51.062314,-114.083471,17,2,3,0,9.4,1.4,0,1031.0,28,19,27
17th Avenue SW,51.039273,-114.082528,14,5,8,0,20.3,0.9,0,10501.0,66,8,13
Signal Hill,51.020037,-114.172463,19,1,7,0,23.4,17.9,0,1089.0,3,4,12
Sunnyside,51.0596,-114.077403,13,1,8,0,17.4,11.7,0,1031.0,28,19,26
Mission,51.0345,-114.064685,21,5,6,0,20.0,4.3,0,2547.0,129,15,29
University District,51.077643,-114.130921,4,0,8,1,20.0,7.6,1,1952.0,4,5,1
Bowness,51.08944,-114.183621,1,4,6,0,14.2,8.4,1,677.0,6,6,1
Bankview,51.034817,-114.100345,13,0,12,0,-14.6,0.4,0,3178.0,18,7,11
Downtown Commercial Core,51.047775,-114.06337,19,1,11,0,-6.5,0.3,0,9194.0,132,27,16
Inglewood,51.034815,-114.02162,23,5,4,0,6.8,1.4,1,2547.0,14,15,6
Hillhurst,51.054228,-114.090061,18,5,8,0,14.2,13.4,0,11663.0,44,7,39
Mission,51.036673,-114.062926,2,0,12,0,-12.1,0.4,0,2547.0,129,15,1
Crescent Heights,51.058471,-114.065969,16,5,6,0,18.9,0.6,0,4062.0,74,4,36
Mission,51.033615,-114.068798,6,0,3,0,-3.8,0.2,0,2547.0,129,15,14
Sunalta,51.043599,-114.092425,19,3,7,0,13.0,0.2,0,2854.0,63,15,19
Mount Royal,51.030496,-114.085568,6,5,5,0,15.1,3.2,0,10123.0,46,3,9
Tuscany,51.126076,-114.218969,8,4,5,0,18.0,11.4,0,425.0,14,1,8
Sunalta,51.0412,-114.089626,19,6,11,0,-8.0,2.3,0,2854.0,63,15,12
Eau Claire,51.055781,-114.076469,20,3,2,0,0.0,2.0,0,8455.0,24,4,10
Crowfoot,51.124507,-114.158396,0,1,9,0,11.1,0.9,0,1289.0,9,6,1
McKenzie Towne,50.920964,-113.958013,22,6,2,0,1.5,0.2,0,1688.0,10,1,4
Kensington,51.048191,-114.086691,14,3,5,0,12.3,0.0,0,8998.0,148,16,20
Forest Lawn,51.043133,-113.971974,22,1,7,0,16.9,4.8,0,2420.0,8,4,10
17th Avenue SW,51.034977,-114.077172,11,5,3,0,1.0,0.9,0,10501.0,66,8,15
Signal Hill,51.015438,-114.166808,15,2,8,0,22.7,14.1,0,1089.0,3,4,11
Forest Lawn,51.042546,-113.971905,12,5,7,0,14.9,0.7,0,2420.0,8,4,13
17th Avenue SW,51.03849,-114.081223,11,2,11,0,-2.5,1.1,0,10501.0,66,8,23
17th Avenue SW,51.034911,-114.079937,22,4,11,0,0.6,0.6,0,10501.0,66,8,9
University District,51.079484,-114.130414,19,2,2,0,-3.7,0.2,0,1952.0,4,5,10
McKenzie Towne,50.920882,-113.960984,21,5,12,0,-2.0,1.9,1,1688.0,10,1,4
Chinatown,51.052251,-114.073552,17,4,3,0,0.8,3.7,0,14759.0,49,10,35
Signal Hill,51.019265,-114.170935,10,3,2,0,-7.6,1.7,0,1089.0,3,4,0
Ramsay,51.038227,-114.031036,17,2,8,0,22.6,4.2,0,4208.0,75,13,31
Sunnyside,51.054505,-114.087921,16,4,10,0,1.9,1.6,1,1031.0,28,19,38
17th Avenue SW,51.037805,-114.078327,6,0,3,0,-3.4,0.2,0,10501.0,66,8,7
Chinatown,51.04993,-114.062149,19,2,7,0,27.9,0.5,0,14759.0,49,10,32
Hillhurst,51.057485,-114.098084,22,1,5,0,14.9,2.2,0,11663.0,44,7,5
Downtown Commercial Core,51.044207,-114.060325,18,1,5,0,17.0,4.5,0,9194.0,132,27,36
Downtown Commercial Core,51.045599,-114.058397,8,0,5,0,4.3,2.5,0,9194.0,132,27,31
Sunalta,51.044284,-114.094076,10,3,8,0,21.9,9.5,1,2854.0,63,15,29
Marda Loop,51.027134,-114.09199,21,4,12,0,-8.6,0.9,0,1451.0,7,3,5
Crescent Heights,51.054864,-114.058936,5,5,8,0,12.6,8.8,0,4062.0,74,4,1
Crowfoot,51.124061,-114.152279,22,4,2,0,-2.4,2.5,0,1289.0,9,6,3
Crowfoot,51.123909,-114.16309,15,0,9,0,3.4,9.6,0,1289.0,9,6,8
Crescent Heights,51.057675,-114.06045,9,0,4,0,11.1,1.5,0,4062.0,74,4,20
Mount Royal,51.030813,-114.084273,14,3,5,0,12.9,9.4,0,10123.0,46,3,31
University District,51.077638,-114.131136,10,4,11,0,-0.8,0.8,0,1952.0,4,5,8
Shawnessy,50.908898,-114.070172,10,1,10,0,2.9,0.6,0,1900.0,8,1,4
Marda Loop,51.026585,-114.092005,20,3,4,0,2.4,1.7,0,1451.0,7,3,6
Coventry Hills,51.154682,-114.082397,22,5,9,0,19.5,15.6,0,839.0,21,3,8
East Village,51.047937,-114.045941,6,5,11,0,-6.9,1.7,0,14642.0,72,17,7
Eau Claire,51.055055,-114.071714,6,3,9,0,11.9,2.5,0,8455.0,24,4,7
Inglewood,51.036542,-114.023492,21,1,10,0,7.6,3.2,0,2547.0,14,15,18
Cliff Bungalow,51.035196,-114.074966,13,6,4,0,7.3,2.8,0,2836.0,77,7,16
Beltline,51.041868,-114.063628,10,5,11,0,2.0,0.7,0,12253.0,72,21,27
McKenzie Towne,50.920393,-113.966319,17,6,11,0,7.4,2.1,0,1688.0,10,1,8
University District,51.080201,-114.125409,2,3,9,0,18.7,9.5,0,1952.0,4,5,4
Cliff Bungalow,51.032094,-114.082176,6,0,5,0,15.4,4.2,0,2836.0,77,7,7
University District,51.076403,-114.127445,1,2,10,0,2.4,1.2,0,1952.0,4,5,3
Marda Loop,51.026317,-114.094937,14,4,11,0,-15.8,0.4,1,1451.0,7,3,7
Marda Loop,51.024624,-114.096561,1,2,8,0,28.5,8.1,0,1451.0,7,3,3
Kensington,51.049314,-114.08355,8,5,3,0,-4.7,1.8,0,8998.0,148,16,22
Kensington,51.051989,-114.082514,8,3,7,0,21.1,16.1,0,8998.0,148,16,61
McKenzie Towne,50.917895,-113.959913,15,6,3,0,-5.0,1.5,0,1688.0,10,1,4
East Village,51.043056,-114.053364,16,6,1,0,-15.0,1.1,0,14642.0,72,17,18
Crowfoot,51.122921,-114.158762,14,5,9,0,9.2,4.6,0,1289.0,9,6,3
University District,51.078523,-114.130887,12,4,3,0,2.7,1.0,0,1952.0,4,5,14
Tuscany,51.126318,-114.218512,22,3,4,0,3.9,3.0,0,425.0,14,1,5
Cliff Bungalow,51.035823,-114.078187,22,1,2,0,-2.7,0.5,0,2836.0,77,7,9
Sunalta,51.044439,-114.09522,12,1,5,0,6.6,0.1,0,2854.0,63,15,13
Bankview,51.035153,-114.095633,10,2,8,0,26.8,2.2,0,3178.0,18,7,14
Bowness,51.087808,-114.185507,23,4,9,0,15.2,5.7,0,677.0,6,6,3
Bankview,51.038472,-114.091961,12,1,12,0,-15.4,2.4,1,3178.0,18,7,10
Signal Hill,51.013986,-114.171644,17,0,3,0,-2.0,1.1,0,1089.0,3,4,14
Cliff Bungalow,51.033962,-114.077263,18,2,11,0,-0.8,0.2,0,2836.0,77,7,23
17th Avenue SW,51.037831,-114.077166,8,4,2,0,-5.9,2.4,0,10501.0,66,8,18
Shawnessy,50.914053,-114.067091,15,2,8,0,15.4,9.6,0,1900.0,8,1,7
Signal Hill,51.021432,-114.170293,12,0,7,0,23.4,3.8,0,1089.0,3,4,10
Eau Claire,51.053912,-114.076859,23,4,6,0,10.5,13.7,0,8455.0,24,4,3
Forest Lawn,51.042897,-113.971112,11,4,6,0,20.2,3.2,0,2420.0,8,4,11
Bowness,51.088401,-114.186173,20,2,11,1,0.2,0.5,0,677.0,6,6,4
Tuscany,51.131162,-114.222989,18,4,4,0,2.6,7.6,1,425.0,14,1,16
Inglewood,51.0395,-114.021342,7,3,8,0,17.8,7.3,0,2547.0,14,15,17
Shawnessy,50.91174,-114.063892,10,6,6,0,26.8,21.1,0,1900.0,8,1,6
Kensington,51.050931,-114.089005,9,2,11,0,-5.4,0.7,1,8998.0,148,16,38
Forest Lawn,51.043407,-113.97474,16,3,7,0,19.2,1.6,0,2420.0,8,4,13
Ramsay,51.036135,-114.031013,22,5,1,0,-9.9,2.7,0,4208.0,75,13,11
East Village,51.046367,-114.047033,13,1,8,0,18.2,2.8,0,14642.0,72,17,31
Chinatown,51.051547,-114.06563,16,5,12,0,-7.2,0.2,0,14759.0,49,10,23
Marlborough,51.055317,-113.972329,11,4,6,0,16.2,10.3,0,1531.0,10,4,7
Marda Loop,51.024915,-114.093277,17,6,4,0,1.5,0.9,0,1451.0,7,3,14
Victoria Park,51.042551,-114.053369,0,2,5,0,10.1,0.9,0,13659.0,54,25,2
Bankview,51.032597,-114.091103,1,3,6,0,15.7,2.5,0,3178.0,18,7,2
Signal Hill,51.019302,-114.170308,14,1,1,0,-4.3,1.6,0,1089.0,3,4,5
Bowness,51.08543,-114.180058,12,3,10,0,8.1,3.2,0,677.0,6,6,5
Bankview,51.033105,-114.096131,6,5,4,0,6.3,1.4,0,3178.0,18,7,9
Mission,51.036398,-114.068702,12,2,7,0,25.0,4.9,0,2547.0,129,15,32
Coventry Hills,51.156988,-114.08298,22,2,3,0,2.1,1.9,0,839.0,21,3,9
Bridgeland,51.054976,-114.042735,22,5,7,0,21.0,4.4,0,7505.0,38,33,25
Beltline,51.040878,-114.072153,9,2,9,0,7.1,1.0,0,12253.0,72,21,27
Ramsay,51.037413,-114.03616,3,5,10,0,9.6,0.1,0,4208.0,75,13,1
East Village,51.045928,-114.046161,19,3,9,0,14.1,0.2,0,14642.0,72,17,15
Signal Hill,51.020696,-114.168991,10,0,8,0,20.1,2.8,0,1089.0,3,4,12
Chinatown,51.056381,-114.06755,2,1,10,0,4.9,0.7,0,14759.0,49,10,0
Crescent Heights,51.060636,-114.061106,16,5,11,0,-8.8,0.1,1,4062.0,74,4,24
Marlborough,51.052233,-113.975206,7,4,9,0,11.2,3.5,1,1531.0,10,4,19
Bankview,51.02986,-114.09285,17,6,2,0,-2.4,0.1,0,3178.0,18,7,20
Crescent Heights,51.060021,-114.066868,17,1,3,0,-0.2,4.8,0,4062.0,74,4,26
McKenzie Towne,50.919143,-113.95508,11,6,2,0,-9.9,0.8,0,1688.0,10,1,6
17th Avenue SW,51.037624,-114.084884,12,6,12,0,-15.2,2.1,0,10501.0,66,8,15
Marlborough,51.05244,-113.973222,9,2,6,0,15.1,21.4,0,1531.0,10,4,26
Marlborough,51.055311,-113.97369,10,5,12,0,-14.2,0.1,0,1531.0,10,4,11
Bowness,51.089263,-114.181006,10,5,4,0,5.6,1.7,0,677.0,6,6,2
Crescent Heights,51.059786,-114.061376,9,3,8,0,13.4,6.2,0,4062.0,74,4,26
Forest Lawn,51.043368,-113.972069,22,4,9,0,5.8,7.9,0,2420.0,8,4,6
Chinatown,51.051562,-114.065809,8,2,1,0,-9.5,0.6,0,14759.0,49,10,24
Hillhurst,51.053094,-114.094066,19,6,6,0,10.8,1.9,0,11663.0,44,7,20
Mission,51.034158,-114.070493,2,5,7,0,24.0,10.1,0,2547.0,129,15,3
Bridgeland,51.054082,-114.045399,14,2,3,0,-8.0,0.4,0,7505.0,38,33,13
Signal Hill,51.019157,-114.167084,21,5,7,0,19.0,3.3,0,1089.0,3,4,11
Marda Loop,51.027068,-114.093642,14,4,1,0,-13.9,0.4,0,1451.0,7,3,9
Shawnessy,50.910035,-114.069394,10,5,1,0,-10.2,0.5,0,1900.0,8,1,3
Eau Claire,51.054297,-114.071205,4,5,4,0,6.3,2.7,0,8455.0,24,4,0
Bridgeland,51.056811,-114.04903,13,6,4,0,-1.0,0.6,1,7505.0,38,33,41
Marlborough,51.054338,-113.9723,17,3,9,0,5.0,7.5,0,1531.0,10,4,17
Forest Lawn,51.043598,-113.972662,12,0,7,0,16.3,1.4,0,2420.0,8,4,8
Downtown Commercial Core,51.04741,-114.061028,23,6,3,0,-9.2,5.1,0,9194.0,132,27,14
17th Avenue SW,51.043069,-114.081356,19,1,5,0,9.0,10.5,0,10501.0,66,8,32
Marda Loop,51.027368,-114.103089,5,4,11,0,3.3,0.7,0,1451.0,7,3,3
East Village,51.044901,-114.045761,23,2,5,0,14.5,0.4,0,14642.0,72,17,3
Sunalta,51.043404,-114.091332,9,3,11,1,-5.0,3.7,0,2854.0,63,15,15
Downtown Commercial Core,51.052598,-114.063985,2,0,9,0,20.5,3.0,0,9194.0,132,27,0
Inglewood,51.03785,-114.022421,17,6,7,0,16.0,1.2,0,2547.0,14,15,23
Ramsay,51.038731,-114.034843,17,5,8,0,22.4,9.9,0,4208.0,75,13,39
Downtown Commercial Core,51.049149,-114.062108,12,5,1,0,-10.1,1.9,0,9194.0,132,27,21
Victoria Park,51.04167,-114.054242,23,4,1,0,-10.1,0.7,0,13659.0,54,25,2
Sunnyside,51.056962,-114.082786,18,6,11,0,-5.1,0.3,0,1031.0,28,19,11
Coventry Hills,51.15506,-114.083426,16,3,1,0,-6.8,0.4,0,839.0,21,3,2
East Village,51.046976,-114.048418,9,4,5,0,15.2,22.5,0,14642.0,72,17,36
Sunnyside,51.058298,-114.088007,11,0,9,1,10.0,5.9,0,1031.0,28,19,12
Forest Lawn,51.042141,-113.971946,20,3,9,0,7.6,8.6,0,2420.0,8,4,14
Inglewood,51.038495,-114.026798,15,2,4,0,1.3,8.9,0,2547.0,14,15,10
Coventry Hills,51.155044,-114.084616,23,1,10,0,4.5,1.0,0,839.0,21,3,1
Bowness,51.086071,-114.185266,11,5,3,0,-7.6,2.6,0,677.0,6,6,6
Bankview,51.029043,-114.095905,6,4,3,0,-6.0,0.7,0,3178.0,18,7,6
East Village,51.043396,-114.047879,3,3,5,0,15.8,7.0,0,14642.0,72,17,2
Eau Claire,51.050495,-114.065137,17,6,12,0,-4.3,0.3,0,8455.0,24,4,26
Bridgeland,51.052264,-114.049175,2,6,11,0,-4.7,0.1,0,7505.0,38,33,5
Sunnyside,51.056468,-114.079109,1,6,11,0,3.4,1.6,0,1031.0,28,19,1
Bowness,51.091089,-114.188924,2,6,6,0,8.6,4.7,0,677.0,6,6,0
East Village,51.04448,-114.049428,9,3,4,1,2.8,1.2,0,14642.0,72,17,22
Crowfoot,51.122175,-114.157849,15,6,7,0,22.1,6.4,0,1289.0,9,6,10
Sunalta,51.048499,-114.089163,17,4,1,0,-11.0,2.2,0,2854.0,63,15,10
Marda Loop,51.024426,-114.094674,15,1,12,0,2.5,0.7,0,1451.0,7,3,7
Cliff Bungalow,51.035089,-114.075224,1,3,9,0,5.6,2.7,0,2836.0,77,7,3
Marlborough,51.053373,-113.972906,15,0,2,0,-5.2,0.5,1,1531.0,10,4,8
Ramsay,51.038601,-114.041709,12,5,11,0,8.9,0.1,0,4208.0,75,13,17
Bridgeland,51.052837,-114.041591,6,1,9,0,10.2,3.9,0,7505.0,38,33,6
Bankview,51.030634,-114.094449,0,2,12,0,-20.9,0.0,0,3178.0,18,7,0
Bowness,51.083166,-114.185796,4,2,4,0,-6.5,3.9,0,677.0,6,6,0
East Village,51.047366,-114.049299,13,1,11,0,-3.9,1.2,0,14642.0,72,17,22
Bridgeland,51.05685,-114.043876,23,0,2,0,-11.1,0.0,0,7505.0,38,33,5
Crescent Heights,51.05652,-114.0649,11,5,12,0,-3.7,0.3,0,4062.0,74,4,15
Sunalta,51.044678,-114.093135,15,4,6,0,11.0,8.5,0,2854.0,63,15,38
Kensington,51.051214,-114.087836,19,4,11,0,-7.9,1.2,0,8998.0,148,16,24
Bridgeland,51.055783,-114.046751,7,0,3,0,-0.3,1.7,0,7505.0,38,33,17
Coventry Hills,51.153807,-114.079525,17,0,2,0,-3.2,0.8,1,839.0,21,3,15
Shawnessy,50.914012,-114.06483,15,6,12,0,-7.1,0.1,0,1900.0,8,1,2
Sunalta,51.044034,-114.092665,20,0,8,0,12.8,0.4,0,2854.0,63,15,13
Marlborough,51.053663,-113.971203,13,6,6,0,15.0,21.5,0,1531.0,10,4,27
Eau Claire,51.048956,-114.071985,12,0,1,0,-12.8,0.5,0,8455.0,24,4,11
Marda Loop,51.023079,-114.092594,0,2,10,0,0.8,1.0,0,1451.0,7,3,4
Sunalta,51.046739,-114.08848,0,0,4,1,10.6,5.0,0,2854.0,63,15,2
Sunnyside,51.057029,-114.083615,12,0,1,0,-15.0,1.1,0,1031.0,28,19,12
Signal Hill,51.017446,-114.17105,14,1,5,0,13.7,3.1,0,1089.0,3,4,8
Cliff Bungalow,51.032379,-114.070171,4,6,2,0,-2.0,0.0,0,2836.0,77,7,2
Tuscany,51.132218,-114.224279,20,1,5,0,16.1,1.5,0,425.0,14,1,4
Inglewood,51.035391,-114.027482,6,0,4,0,6.6,0.4,0,2547.0,14,15,3
Downtown Commercial Core,51.050267,-114.064479,4,3,8,0,24.8,5.1,0,9194.0,132,27,4
Sunalta,51.043334,-114.094381,10,5,3,0,-3.2,0.4,0,2854.0,63,15,24
Crowfoot,51.123732,-114.158565,20,5,8,0,19.2,0.4,0,1289.0,9,6,8
Bridgeland,51.05696,-114.041877,4,0,2,0,-10.3,0.8,0,7505.0,38,33,1
Sunalta,51.044158,-114.092241,10,2,6,0,14.7,1.9,0,2854.0,63,15,18
Marda Loop,51.026051,-114.092076,14,3,9,0,11.3,13.0,0,1451.0,7,3,10
Victoria Park,51.041202,-114.054605,12,6,12,0,-13.5,0.3,0,13659.0,54,25,17
17th Avenue SW,51.036327,-114.078404,1,2,2,0,1.0,0.1,0,10501.0,66,8,2
Forest Lawn,51.046611,-113.973295,21,6,7,0,19.8,1.5,0,2420.0,8,4,14
Bridgeland,51.057803,-114.042933,10,5,11,0,-2.6,0.2,0,7505.0,38,33,12
Sunnyside,51.057238,-114.085231,8,6,1,0,-7.3,1.9,0,1031.0,28,19,11
Marda Loop,51.022993,-114.100839,19,5,12,0,-8.9,2.2,0,1451.0,7,3,9
University District,51.081826,-114.133972,12,5,4,0,4.4,0.4,0,1952.0,4,5,16
Crowfoot,51.12173,-114.158661,19,6,5,0,16.4,4.0,0,1289.0,9,6,5
University District,51.076867,-114.130804,14,4,3,0,2.3,1.6,0,1952.0,4,5,12
Bowness,51.087175,-114.186458,17,3,6,0,20.9,6.1,0,677.0,6,6,16
Chinatown,51.052351,-114.071996,16,1,1,0,-11.5,1.1,0,14759.0,49,10,20
Kensington,51.051919,-114.08223,14,3,5,0,2.7,1.2,0,8998.0,148,16,26
17th Avenue SW,51.036179,-114.077061,20,3,9,0,18.1,5.2,0,10501.0,66,8,20
Marlborough,51.055293,-113.975214,14,0,5,0,20.6,2.2,0,1531.0,10,4,6
Hillhurst,51.056232,-114.093902,2,6,9,0,12.1,0.3,0,11663.0,44,7,3
Shawnessy,50.909344,-114.065773,7,6,8,0,14.5,3.4,1,1900.0,8,1,6
Eau Claire,51.047887,-114.076437,6,4,10,0,-4.9,0.3,0,8455.0,24,4,8
