machine_id,temperature,vibration,pressure,rpm,power_consumption,operating_hours,age_months,maintenance_history_count,failure_within_7days,rolling_mean_temp_24h,rolling_std_vibration_24h,temp_pressure_ratio
34,61.16,1.37,6.75,1039.0,65.59,36981,12,19,0,70.45,1.265,9.0607
18,63.99,1.933,5.77,1547.1,52.58,32735,65,18,0,73.41,3.2503,11.0901
8,56.09,4.631,5.55,1190.8,71.63,39932,98,4,0,71.27,2.3238,10.1063
7,62.3,1.605,8.05,1436.0,62.47,2778,118,6,0,73.26,3.4483,7.7391
34,77.41,1.81,6.5,1390.5,31.66,36948,12,19,0,70.69,1.2649,11.9092
48,72.83,1.661,4.71,1476.3,49.69,29690,115,7,0,67.01,1.6525,15.4628
36,72.55,3.857,5.91,1074.7,57.26,32502,32,13,0,71.89,1.4764,12.2758
22,68.75,3.327,5.35,1842.6,57.37,24984,35,6,0,70.94,1.224,12.8505
38,73.25,3.689,6.67,1534.6,71.29,28328,81,13,0,69.01,1.309,10.982
49,69.66,1.123,5.2,1658.0,64.36,35202,62,5,0,70.32,4.7325,13.3962
21,72.16,2.528,6.04,1705.3,44.09,41434,7,11,0,73.88,2.0566,11.947
46,65.8,2.03,5.31,1098.1,55.33,11500,19,9,0,70.1,1.9846,12.3917
20,105.48,8.658,5.76,1527.3,64.38,24621,31,3,1,69.06,2.1457,18.3125
47,75.1,2.614,4.93,1374.1,64.44,17687,55,7,0,68.83,3.3076,15.2333
3,96.01,5.712,2.66,1871.0,111.94,50147,40,16,1,69.12,2.7021,36.094
3,73.39,2.7,7.22,1260.3,52.09,50140,40,16,0,69.43,2.6979,10.1648
35,71.71,2.727,5.09,1510.2,45.55,8101,57,10,0,72.96,1.7178,14.0884
13,93.28,9.639,1.51,1551.9,103.41,46931,72,9,1,68.94,3.2528,61.7748
30,63.47,2.856,4.32,1449.8,47.98,30969,90,2,0,70.55,2.0116,14.6921
32,45.44,2.602,5.76,1424.7,56.43,25853,56,0,0,70.12,6.1701,7.8889
11,79.21,1.447,4.91,1628.0,73.1,39854,84,14,0,72.6,3.0739,16.1324
37,62.53,0.861,6.17,1158.9,68.37,14733,91,13,0,66.87,0.8883,10.1345
3,70.09,2.4,4.9,1246.7,53.42,50427,40,16,0,69.52,2.7011,14.3041
34,60.62,1.668,5.23,1493.5,60.33,37065,12,19,0,70.06,1.1838,11.5908
15,67.21,1.635,5.78,1552.1,70.32,12657,110,16,0,69.52,1.3519,11.628
38,81.9,1.671,5.86,1702.8,70.1,28292,81,13,0,69.42,1.249,13.9761
21,62.42,2.367,5.63,1260.9,43.93,41344,7,11,0,73.26,2.0427,11.087
20,66.88,1.722,5.32,1698.1,56.36,24626,31,3,0,68.74,2.1447,12.5714
29,77.01,2.739,6.09,1383.1,69.73,37034,18,13,0,70.9,5.7495,12.6453
38,77.55,1.82,3.92,1478.3,49.46,28539,81,13,0,69.61,1.2455,19.7832
26,64.28,2.633,6.14,1484.4,43.27,12151,95,13,0,69.7,1.6629,10.4691
16,64.73,1.796,5.77,1330.8,67.73,3348,83,12,0,69.19,1.5926,11.2184
49,96.04,10.259,3.57,1758.9,47.25,35194,62,5,1,71.62,4.8476,26.902
25,73.08,2.269,4.99,1444.1,64.51,8886,25,2,0,67.9,1.0084,14.6453
20,61.02,2.742,6.02,1414.1,46.37,24597,31,3,0,68.73,2.145,10.1362
2,64.99,4.608,6.49,1261.0,73.92,6717,88,17,0,70.99,1.5938,10.0139
36,75.34,2.514,5.69,1341.8,51.97,32489,32,13,0,72.14,1.4386,13.2408
41,47.0,2.758,4.27,1538.2,50.16,16963,22,7,0,66.74,1.144,11.007
43,58.2,2.332,5.91,1487.9,58.26,22192,106,18,0,66.66,1.196,9.8477
1,69.87,11.05,3.01,1336.4,83.33,2537,74,9,1,69.37,2.0776,23.2126
18,70.74,2.59,6.17,1627.6,31.43,33182,65,18,0,73.4,3.2384,11.4652
15,63.35,1.181,5.73,1733.8,59.95,12750,110,16,0,69.31,1.3713,11.0558
50,79.42,0.922,5.5,1769.1,50.02,22293,21,3,0,72.15,3.9287,14.44
14,76.59,1.28,5.95,1140.6,38.18,32775,41,2,0,72.12,1.8308,12.8723
19,67.32,2.786,5.91,1279.3,50.24,34123,75,12,0,69.72,1.4561,11.3909
21,60.94,1.438,5.55,1427.3,78.35,41514,7,11,0,72.84,1.9736,10.9802
49,77.73,3.587,4.19,1356.5,64.8,35306,62,5,0,71.36,4.7885,18.5513
1,63.4,0.826,6.68,1363.0,54.11,2491,74,9,0,68.96,2.0956,9.491
12,69.43,1.985,5.03,1376.9,50.78,32533,111,6,0,71.88,1.3984,13.8032
33,65.98,2.389,7.01,1149.3,45.66,17498,109,0,0,67.41,1.2147,9.4123
26,63.24,2.911,6.71,1556.6,50.27,11720,95,13,0,69.76,1.6401,9.4247
23,72.0,3.434,5.13,1316.9,59.54,6638,25,12,0,72.73,1.6144,14.0351
40,65.24,3.938,4.5,1449.6,33.51,39305,23,8,0,71.06,1.6578,14.4978
29,68.8,2.766,5.51,1327.3,23.58,36756,18,13,0,71.78,5.7345,12.4864
21,63.13,2.131,5.07,1499.1,38.25,41426,7,11,0,72.5,1.9675,12.4517
39,72.74,4.314,5.87,1853.5,56.62,34411,15,13,0,70.47,2.6291,12.3918
24,53.31,5.188,5.65,1434.8,63.19,2289,86,13,0,66.47,1.3725,9.4354
3,64.71,2.629,5.28,1482.9,67.22,49984,40,16,0,68.85,2.7036,12.2557
2,73.86,2.333,5.12,1738.7,70.49,6743,88,17,0,69.41,1.5956,14.4258
46,74.91,0.697,4.72,1442.3,61.08,11516,19,9,0,69.9,2.01,15.8708
31,61.14,2.048,6.98,1668.3,75.73,8383,56,3,0,70.31,3.4724,8.7593
50,68.49,2.4,5.81,1704.7,71.5,22226,21,3,0,71.91,3.9234,11.7883
14,58.52,1.949,4.85,1315.3,76.71,32986,41,2,0,71.05,1.4273,12.066
29,79.69,1.617,5.92,1334.7,36.53,37023,18,13,0,72.23,5.7307,13.4611
49,66.8,4.283,6.04,1209.7,55.66,35139,62,5,0,71.21,4.7736,11.0596
18,68.79,2.644,6.07,1652.4,68.47,32878,65,18,0,73.17,3.201,11.3328
22,64.6,1.811,5.45,1767.6,59.43,25193,35,6,0,71.1,1.2183,11.8532
36,68.37,5.861,6.95,1624.2,76.55,32558,32,13,0,72.21,1.5654,9.8374
20,55.67,1.501,5.04,1710.2,56.95,24585,31,3,0,67.92,2.139,11.0456
20,80.61,3.8,5.17,1099.4,57.98,24848,31,3,0,68.74,2.0533,15.5919
36,70.42,1.511,5.66,1610.7,48.78,32299,32,13,0,71.79,1.5681,12.4417
15,74.71,2.754,5.2,1422.0,60.19,12528,110,16,0,69.51,1.3663,14.3673
34,69.73,2.368,6.04,1539.2,58.77,36981,12,19,0,69.93,1.1822,11.5447
41,64.01,0.865,4.71,1531.5,40.2,16644,22,7,0,66.93,1.2085,13.5902
4,73.12,1.55,7.38,1407.3,75.77,31514,45,1,0,67.55,1.4308,9.9079
31,61.09,1.671,5.64,1821.9,57.1,8588,56,3,0,70.47,3.4696,10.8316
9,72.6,2.414,4.88,1943.2,56.0,28924,28,7,0,66.77,3.4218,14.877
25,66.11,4.941,6.05,1724.1,52.88,8711,25,2,0,68.12,1.151,10.9273
40,65.84,1.066,6.31,1352.2,45.73,39331,23,8,0,70.77,1.7004,10.4342
50,68.1,0.937,5.25,1261.6,48.15,22097,21,3,0,71.68,3.9359,12.9714
26,61.9,3.214,4.61,1437.2,39.15,12181,95,13,0,69.27,1.6362,13.4273
1,70.48,5.271,4.98,1373.2,42.69,2557,74,9,0,69.24,2.1833,14.1526
29,71.83,3.298,5.11,1452.8,51.09,36711,18,13,0,72.53,5.7277,14.0568
8,83.88,1.012,5.61,1805.8,59.78,39881,98,4,0,71.71,2.3476,14.9519
33,71.16,1.644,6.22,1591.5,37.13,17461,109,0,0,67.9,1.2116,11.4405
21,55.81,1.238,4.91,1703.2,44.96,41492,7,11,0,72.22,1.9827,11.3666
30,62.2,1.253,5.03,1502.5,74.62,30631,90,2,0,70.44,2.0433,12.3658
47,54.19,6.286,3.57,1390.0,34.7,17834,55,7,0,68.55,3.3613,15.1793
12,55.98,1.484,4.75,1281.9,64.86,32211,111,6,0,70.71,1.4136,11.7853
1,56.61,1.736,5.11,1515.4,50.57,2650,74,9,0,68.87,2.1853,11.0783
16,60.41,1.149,6.53,1591.1,48.14,3298,83,12,0,68.6,1.6179,9.2511
4,62.63,1.826,5.89,1307.7,58.25,31432,45,1,0,67.26,1.4124,10.6333
40,79.25,2.228,6.0,1159.8,57.96,39216,23,8,0,70.98,1.7056,13.2083
18,68.11,2.126,5.25,1512.2,43.34,33150,65,18,0,72.56,3.2037,12.9733
8,75.13,2.292,6.68,1563.0,78.2,39782,98,4,0,71.08,2.113,11.247
12,53.54,5.692,5.41,1222.9,50.94,32416,111,6,0,69.91,1.5065,9.8965
39,95.64,12.942,3.58,1518.9,55.52,34330,15,13,1,71.55,3.1954,26.7151
8,59.13,1.184,5.61,1569.6,52.73,39828,98,4,0,70.91,2.13,10.5401
33,77.78,1.31,5.69,1810.1,45.31,17811,109,0,0,68.41,1.1957,13.6696
13,59.18,1.717,5.22,1256.3,46.11,46834,72,9,0,68.89,3.2656,11.3372
14,68.33,6.147,7.05,1466.7,41.86,32859,41,2,0,71.21,1.5632,9.6922
42,69.64,1.464,3.71,1196.0,55.61,5585,63,17,0,71.84,1.5272,18.7709
31,68.2,3.696,6.24,1540.1,74.55,8251,56,3,0,70.74,3.4729,10.9295
42,72.89,0.919,5.36,1176.3,62.2,5527,63,17,0,72.09,1.5482,13.5989
16,55.95,1.001,4.74,1620.9,64.92,3171,83,12,0,68.53,1.6194,11.8038
11,54.22,2.282,5.23,1872.1,55.31,39742,84,14,0,71.74,3.0782,10.3671
35,82.3,2.169,5.89,1430.9,48.52,8413,57,10,0,73.86,1.7274,13.9728
16,68.88,3.307,5.91,1311.9,48.68,3394,83,12,0,68.73,1.6046,11.6548
37,64.33,4.134,6.69,1710.5,38.63,14382,91,13,0,66.08,0.9687,9.6158
24,71.26,1.478,5.14,1425.2,70.09,2541,86,13,0,66.8,1.3819,13.8638
3,55.86,3.021,5.9,1416.9,61.8,50261,40,16,0,68.76,2.6657,9.4678
28,63.9,2.921,4.92,1263.8,38.86,47829,40,2,0,71.93,1.3997,12.9878
17,56.92,1.157,5.22,1476.8,52.73,49170,49,0,0,66.88,1.2003,10.9042
33,64.26,1.533,5.07,1647.3,57.37,17778,109,0,0,68.28,1.2011,12.6746
23,108.15,9.063,3.21,1441.7,88.38,6520,25,12,1,73.85,2.0112,33.6916
47,58.38,2.098,4.69,1494.9,37.33,17662,55,7,0,68.36,3.331,12.4478
11,70.59,3.989,3.64,1297.0,63.29,39542,84,14,0,72.45,3.0522,19.3929
25,65.91,6.911,5.41,1605.8,62.97,8977,25,2,0,68.22,1.4429,12.183
45,69.08,0.494,5.39,1655.8,47.92,1081,30,11,0,70.3,3.0067,12.8163
30,63.63,2.225,4.97,1395.8,44.73,31047,90,2,0,68.96,1.2735,12.8028
34,98.69,3.751,3.25,1531.7,89.66,36956,12,19,1,71.26,1.1297,30.3662
7,66.15,4.869,5.58,1687.0,57.7,2817,118,6,0,73.26,3.4601,11.8548
41,55.86,2.636,6.07,1519.2,50.74,16674,22,7,0,66.63,1.1916,9.2026
13,83.09,8.549,2.79,1601.1,42.11,46870,72,9,1,69.19,3.4361,29.7814
36,73.1,2.343,5.09,1326.8,61.14,32612,32,13,0,71.91,1.5692,14.3615
18,75.03,3.412,6.64,1306.1,64.1,33156,65,18,0,72.83,3.2039,11.2997
46,60.06,0.543,4.61,1188.3,66.01,11263,19,9,0,69.81,2.0358,13.0282
37,67.08,2.469,5.73,1478.0,56.98,14438,91,13,0,65.83,0.9182,11.7068
15,68.33,2.124,4.47,1273.8,52.98,12734,110,16,0,68.8,1.3624,15.2864
3,62.18,1.763,7.11,1625.4,65.32,50208,40,16,0,68.07,2.6793,8.7454
4,95.81,9.161,4.1,1800.6,96.12,31619,45,1,1,68.66,1.7549,23.3683
17,60.52,1.848,6.38,1429.4,56.74,48878,49,0,0,66.51,1.2016,9.4859
13,101.56,9.293,2.3,1756.9,91.1,46869,72,9,1,70.58,3.6229,44.1565
5,76.76,2.598,6.42,1770.2,51.2,31335,49,5,0,72.63,5.0883,11.9564
36,64.36,4.364,7.18,1735.5,66.91,32392,32,13,0,71.49,1.5459,8.9638
13,66.6,4.584,3.91,1607.3,53.94,46878,72,9,0,70.08,3.6261,17.0332
16,68.6,0.992,4.8,1353.3,68.88,3406,83,12,0,67.97,1.628,14.2917
32,58.31,1.338,5.71,1518.7,49.78,26123,56,0,0,68.4,3.0778,10.2119
36,64.29,2.903,6.07,1223.1,78.43,32300,32,13,0,71.23,1.5108,10.5914
5,92.0,10.604,5.33,1434.5,89.14,31512,49,5,1,73.98,5.2137,17.2608
8,63.83,4.984,5.0,1472.3,55.49,39599,98,4,0,69.78,2.1693,12.766
40,62.42,2.375,5.21,1529.7,64.95,39414,23,8,0,70.71,1.6802,11.9808
42,68.94,1.68,5.21,1432.6,53.94,5708,63,17,0,71.72,1.5327,13.2322
9,60.71,4.745,5.52,1636.0,40.5,28500,28,7,0,66.75,3.4252,10.9982
35,64.1,1.658,5.48,1281.3,58.62,8245,57,10,0,72.82,1.6975,11.6971
40,64.9,2.31,6.34,1588.1,48.34,39213,23,8,0,70.58,1.6606,10.2366
25,54.63,0.922,5.26,1278.6,55.7,9184,25,2,0,67.3,1.4684,10.3859
36,103.41,7.899,3.0,1708.8,89.66,32581,32,13,1,72.21,1.8208,34.47
3,60.14,1.811,4.95,1612.2,39.96,50086,40,16,0,67.93,2.6584,12.1495
3,60.51,2.069,6.55,1485.0,41.0,50136,40,16,0,67.12,2.6438,9.2382
36,54.68,1.308,5.86,1457.8,74.44,32663,32,13,0,72.57,1.8258,9.3311
43,62.79,0.651,4.84,1209.6,52.0,22144,106,18,0,65.78,1.2231,12.9731
37,75.28,6.598,5.55,1114.9,59.36,14600,91,13,0,66.58,1.2444,13.564
34,74.07,2.313,6.04,1287.0,50.73,37017,12,19,0,70.99,1.1047,12.2632
15,69.62,4.276,5.92,1241.3,58.68,12530,110,16,0,68.44,1.4109,11.7601
24,74.43,2.395,5.7,1387.1,41.02,2519,86,13,0,67.28,1.3802,13.0579
33,78.19,1.39,5.21,1583.5,65.35,17397,109,0,0,68.7,1.1799,15.0077
12,59.15,2.05,5.38,1115.8,71.02,32529,111,6,0,69.78,1.5149,10.9944
44,70.56,2.637,5.43,1219.0,50.23,15317,41,3,0,71.38,2.0519,12.9945
44,57.76,2.174,5.13,1092.8,55.93,15255,41,3,0,71.9,2.0249,11.2593
13,60.65,2.765,6.64,1656.6,35.46,46793,72,9,0,70.71,3.5441,9.134
48,69.44,0.944,6.9,1409.1,48.6,29990,115,7,0,67.22,1.679,10.0638
50,88.78,3.92,4.22,1403.6,64.03,22410,21,3,0,71.9,2.4136,21.0379
4,70.86,1.103,5.97,1447.5,51.43,31442,45,1,0,69.17,1.7841,11.8693
20,73.85,2.236,5.67,1617.1,49.93,24854,31,3,0,69.32,2.0491,13.0247
32,67.44,2.439,4.42,1351.5,42.42,26214,56,0,0,68.64,3.0543,15.2579
18,68.3,1.899,5.06,1640.7,60.54,32769,65,18,0,72.91,3.2134,13.498
41,80.33,9.333,4.86,1422.3,71.27,17093,22,7,0,66.92,1.7585,16.5288
44,76.45,1.387,4.78,1734.1,50.71,15651,41,3,0,72.3,2.0477,15.9937
42,78.45,5.241,4.58,1245.7,45.07,5851,63,17,0,72.07,1.6149,17.1288
46,73.55,1.518,6.29,1715.9,77.06,11432,19,9,0,70.22,2.0456,11.6932
22,66.19,1.473,5.0,1525.2,50.2,24926,35,6,0,70.74,1.1834,13.238
21,58.76,3.642,5.09,1528.3,57.48,41359,7,11,0,71.51,1.9946,11.5442
12,71.38,2.995,7.71,1218.8,60.98,32438,111,6,0,70.66,1.4212,9.2581
40,64.39,1.794,6.2,1525.9,49.37,39102,23,8,0,70.67,1.6589,10.3855
8,69.39,1.448,4.78,1616.3,48.26,39702,98,4,0,69.73,2.1882,14.5167
9,71.93,5.679,5.52,1315.7,49.36,28646,28,7,0,67.06,3.4112,13.0308
30,48.7,1.569,5.98,1153.1,61.2,30952,90,2,0,68.03,1.2173,8.1438
4,57.31,2.181,5.01,1649.0,47.34,31716,45,1,0,68.22,1.7706,11.4391
3,55.07,2.197,5.61,1552.4,40.43,50053,40,16,0,67.07,2.6127,9.8164
24,74.69,1.874,5.99,1397.2,53.95,2227,86,13,0,67.96,1.3915,12.4691
10,65.17,1.64,6.51,1567.8,58.37,31343,81,9,0,73.45,2.8207,10.0108
14,59.17,1.335,5.28,1553.4,44.67,33003,41,2,0,70.7,1.5119,11.2064
35,66.65,2.368,5.78,1354.2,54.46,8201,57,10,0,73.14,1.7039,11.5311
3,99.79,5.644,3.75,2048.9,98.88,50116,40,16,1,68.55,2.643,26.6107
23,107.74,8.528,3.4,2029.8,104.74,6475,25,12,1,75.4,2.2948,31.6882
35,76.55,3.095,7.15,1493.0,58.13,8348,57,10,0,73.21,1.7017,10.7063
43,79.82,2.57,5.14,1018.8,60.02,22502,106,18,0,66.47,1.1993,15.5292
24,66.01,1.263,4.93,1425.7,70.94,2604,86,13,0,67.87,1.4162,13.3895
25,71.93,2.333,5.66,1777.0,61.83,8981,25,2,0,67.87,1.4431,12.7085
38,105.05,2.053,3.68,2242.4,79.64,28470,81,13,1,70.59,1.2462,28.5462
14,89.11,5.982,4.95,1329.9,59.38,32793,41,2,1,71.27,1.6519,18.002
23,71.29,2.153,5.66,1512.8,65.88,6275,25,12,0,75.15,2.2943,12.5954
11,69.83,1.178,4.66,1610.3,53.38,39965,84,14,0,72.01,3.0818,14.985
6,86.82,10.237,3.7,1780.8,102.5,28774,71,2,1,72.6,3.2199,23.4649
12,66.62,2.607,4.48,1277.5,58.22,32471,111,6,0,70.44,1.4124,14.8705
19,68.99,1.809,5.36,1339.0,55.5,34079,75,12,0,69.8,1.4647,12.8713
2,76.72,1.765,4.87,1724.4,62.13,6928,88,17,0,70.21,1.6138,15.7536
10,49.4,2.151,6.2,1348.5,62.7,31379,81,9,0,71.71,1.0581,7.9677
28,63.01,1.687,5.92,1024.4,53.51,47709,40,2,0,71.74,1.4005,10.6436
2,76.02,3.582,4.24,1697.6,66.1,6942,88,17,0,70.59,1.6131,17.9292
6,68.07,1.426,6.35,1457.3,74.25,28480,71,2,0,72.76,3.2223,10.7197
10,74.07,1.004,6.76,1629.3,65.3,31158,81,9,0,71.51,1.0894,10.9571
22,56.12,1.098,5.42,1343.0,49.37,25291,35,6,0,70.71,1.2098,10.3542
48,78.12,2.376,5.88,1702.2,56.48,29701,115,7,0,67.59,1.6778,13.2857
2,57.45,4.222,6.18,1603.4,37.16,6821,88,17,0,69.74,1.6331,9.2961
17,72.45,3.267,6.17,1455.1,62.46,49040,49,0,0,66.59,1.2018,11.7423
18,71.13,1.978,5.03,1482.3,49.04,32913,65,18,0,72.63,3.2002,14.1412
26,82.94,2.045,5.84,1724.8,70.08,11791,95,13,0,69.71,1.6434,14.2021
16,56.34,1.094,4.23,1391.5,51.2,3407,83,12,0,67.74,1.6494,13.3191
16,65.51,1.183,6.93,1459.8,60.75,3430,83,12,0,67.56,1.6668,9.4531
45,76.46,2.184,5.14,1546.8,27.68,1352,30,11,0,70.8,3.0113,14.8755
33,66.39,0.869,4.99,1281.0,56.01,17485,109,0,0,67.81,1.209,13.3046
1,68.53,3.734,7.95,1144.8,43.91,2578,74,9,0,68.65,2.197,8.6201
31,67.33,3.034,4.9,1490.8,32.92,8143,56,3,0,70.75,3.4496,13.7408
37,79.02,2.932,5.54,1535.1,52.42,14482,91,13,0,67.03,1.2151,14.2635
3,81.41,3.034,5.27,1428.4,55.3,50095,40,16,0,69.35,2.5128,15.4478
24,68.74,1.886,6.14,1238.3,36.99,2406,86,13,0,67.81,1.3806,11.1954
43,60.18,3.46,5.23,1440.5,58.53,22065,106,18,0,66.28,1.1669,11.5067
34,68.89,4.837,6.14,1571.1,60.68,37140,12,19,0,70.29,1.2195,11.2199
19,65.78,1.376,5.58,1422.1,61.61,34225,75,12,0,69.61,1.4567,11.7885
12,65.89,6.522,6.35,1374.6,32.1,32335,111,6,0,70.35,1.5805,10.3764
49,64.6,3.955,4.93,1332.8,61.01,35087,62,5,0,70.81,4.7749,13.1034
26,63.69,0.901,5.64,1550.0,59.72,12032,95,13,0,69.69,1.6901,11.2926
25,84.94,3.581,6.12,1539.6,57.39,8830,25,2,0,68.14,1.4507,13.8791
29,68.77,2.191,5.94,1753.5,46.56,37136,18,13,0,72.55,5.7349,11.5774
9,65.81,3.04,5.42,1158.4,57.01,28521,28,7,0,67.48,3.4016,12.1421
20,61.17,2.842,3.81,1512.2,47.74,24540,31,3,0,69.15,2.0483,16.0551
3,72.39,2.307,3.81,1634.5,57.65,50250,40,16,0,69.78,2.5125,19.0
16,67.57,1.663,6.06,1698.3,48.02,3174,83,12,0,66.56,1.6513,11.1502
11,73.37,4.884,5.75,1195.3,47.7,39629,84,14,0,71.96,3.099,12.76
10,63.4,2.644,5.72,1798.3,59.49,31303,81,9,0,70.01,1.0916,11.0839
12,71.71,1.514,6.55,1533.5,53.03,32651,111,6,0,68.86,1.6002,10.9481
24,59.59,1.225,5.76,1362.2,60.85,2313,86,13,0,67.8,1.3604,10.3455
8,69.89,2.59,5.28,1687.4,57.67,39723,98,4,0,69.31,2.161,13.2367
31,53.14,2.829,5.34,1365.8,56.84,8241,56,3,0,69.99,3.4306,9.9513
6,64.51,1.773,6.03,1445.0,38.64,28639,71,2,0,73.28,3.2363,10.6982
11,82.7,2.653,6.63,1501.4,38.27,40011,84,14,0,72.5,3.0649,12.4736
38,56.63,2.677,4.06,1732.1,64.12,28453,81,13,0,70.2,1.2386,13.9483
5,87.19,3.889,5.56,2086.1,90.43,31186,49,5,1,75.08,5.1471,15.6817
42,62.88,1.339,4.93,1626.7,68.06,5985,63,17,0,72.01,1.6334,12.7546
32,65.81,1.805,4.38,1185.3,49.75,25986,56,0,0,69.01,3.0156,15.0251
1,85.83,2.008,5.65,1465.1,65.62,2409,74,9,0,69.04,2.1917,15.1912
3,65.89,2.866,5.1,1098.9,36.84,50066,40,16,0,69.26,2.5135,12.9196
3,53.82,2.758,6.46,1597.2,51.15,50193,40,16,0,68.45,2.4982,8.3313
34,72.61,1.184,5.35,1275.1,50.18,36946,12,19,0,70.78,1.2347,13.572
14,81.21,2.387,5.03,1285.5,54.78,33139,41,2,0,72.09,1.6539,16.1451
23,78.88,0.88,6.86,1219.1,56.6,6559,25,12,0,75.5,2.3273,11.4985
6,69.11,1.99,4.75,1105.8,67.49,28360,71,2,0,73.18,3.1265,14.5495
33,61.27,1.185,6.21,1595.8,59.23,17436,109,0,0,67.77,1.199,9.8663
25,88.5,8.417,2.23,1785.6,65.36,8991,25,2,1,68.58,1.8951,39.6861
13,68.25,2.294,5.08,1512.8,45.28,46870,72,9,0,70.66,3.5538,13.435
24,70.35,2.547,5.14,1434.8,51.2,2440,86,13,0,67.7,1.361,13.6868
13,64.47,3.069,5.69,1403.6,67.47,46695,72,9,0,70.51,3.5246,11.3304
44,65.09,5.202,5.27,1476.1,45.13,15199,41,3,0,72.38,2.0394,12.351
20,74.54,2.572,4.33,998.5,56.43,24543,31,3,0,69.65,2.0379,17.2148
10,60.97,2.984,5.53,1412.1,42.39,31326,81,9,0,68.42,1.0442,11.0253
27,83.57,4.242,5.51,1451.7,51.98,2197,52,16,0,68.23,1.1079,15.167
9,84.03,4.924,5.63,1466.1,67.55,28614,28,7,0,68.78,3.4031,14.9254
5,65.18,2.777,5.48,1866.6,57.46,31459,49,5,0,74.96,5.1658,11.8942
47,85.24,4.249,2.48,1412.1,38.27,18070,55,7,1,69.52,3.336,34.371
46,60.28,1.74,5.71,1282.8,69.94,11178,19,9,0,69.53,2.0303,10.5569
12,72.08,1.274,6.98,1531.7,75.88,32567,111,6,0,68.82,1.5919,10.3266
35,42.41,1.837,5.27,1449.0,36.89,8417,57,10,0,70.58,1.6534,8.0474
43,70.53,1.335,5.54,1105.9,52.55,22215,106,18,0,65.91,1.1867,12.731
1,69.63,4.342,6.1,1608.1,46.97,2252,74,9,0,69.32,2.2179,11.4148
19,67.22,5.09,6.43,1317.3,54.8,34321,75,12,0,68.91,1.4164,10.4541
47,69.23,1.994,4.12,1559.4,52.09,17885,55,7,0,69.66,3.3298,16.8034
15,63.78,3.069,5.25,1544.1,37.82,12983,110,16,0,68.06,1.3798,12.1486
6,68.95,1.992,6.47,1500.0,50.78,28744,71,2,0,73.21,3.1166,10.6569
37,63.8,3.005,5.44,1714.6,51.77,14661,91,13,0,66.51,1.2157,11.7279
49,61.08,2.051,6.06,1722.7,37.56,34978,62,5,0,69.43,2.7754,10.0792
8,79.07,6.222,5.71,1458.3,56.77,39892,98,4,0,68.15,1.5713,13.8476
17,73.51,1.587,6.38,1723.9,44.92,49134,49,0,0,67.27,1.178,11.5219
5,75.16,1.715,5.27,1467.7,56.24,31121,49,5,0,75.41,5.2032,14.2619
13,71.47,1.353,4.21,1636.8,64.37,46797,72,9,0,70.72,3.5495,16.9762
8,54.68,3.672,5.81,1682.6,45.39,39477,98,4,0,67.65,1.5702,9.4114
11,68.26,0.761,6.38,1518.1,51.2,39540,84,14,0,72.1,1.5185,10.6991
20,83.85,16.797,2.49,1472.7,75.84,24656,31,3,1,70.43,3.5455,33.6747
17,63.16,2.9,4.36,1497.3,65.24,49075,49,0,0,67.66,1.1538,14.4862
44,68.76,1.773,6.1,1504.9,64.4,15652,41,3,0,72.59,2.0604,11.2721
46,55.66,3.371,4.75,1415.4,54.28,11349,19,9,0,67.91,2.0209,11.7179
7,59.47,3.091,4.58,1616.9,55.36,2640,118,6,0,72.11,3.4601,12.9847
12,79.04,2.202,6.83,1772.7,62.0,32180,111,6,0,69.59,1.5844,11.5725
37,80.68,6.425,5.94,1504.3,88.54,14503,91,13,1,66.69,1.4226,13.5825
15,64.61,2.568,5.66,1478.1,56.09,12521,110,16,0,68.41,1.3787,11.4152
32,76.66,2.642,5.38,1571.7,72.26,26240,56,0,0,70.02,3.0221,14.2491
27,59.22,3.099,6.52,1317.0,88.9,2077,52,16,0,67.82,1.119,9.0828
48,81.3,1.416,4.92,1791.0,56.24,29810,115,7,0,68.59,1.6571,16.5244
21,83.05,5.623,6.29,1420.3,57.21,41150,7,11,0,71.8,2.0872,13.2035
33,59.91,3.859,5.21,1193.3,46.8,17487,109,0,0,67.44,1.2418,11.499
5,61.41,1.193,4.35,1771.8,66.29,31406,49,5,0,75.18,5.2427,14.1172
13,78.13,5.247,6.57,1345.6,38.77,46803,72,9,0,71.34,3.5585,11.8919
44,121.21,14.644,2.55,1780.5,72.21,15611,41,3,1,74.82,3.0413,47.5333
1,53.18,0.905,4.47,1363.4,50.28,2387,74,9,0,68.36,2.2034,11.8971
35,53.85,4.831,4.88,1475.6,79.71,8376,57,10,0,69.67,1.666,11.0348
31,60.6,1.91,5.59,1406.1,49.95,8354,56,3,0,68.97,1.1504,10.8408
20,103.83,2.022,4.54,1560.8,56.21,24649,31,3,0,70.9,3.3414,22.87
48,65.55,1.688,5.4,1341.2,54.84,29844,115,7,0,68.39,1.665,12.1389
39,66.56,2.526,5.61,1514.8,42.54,34076,15,13,0,71.18,3.1853,11.8645
20,61.53,2.69,5.32,1369.6,41.12,24863,31,3,0,70.66,3.3332,11.5658
48,68.3,3.663,4.82,1582.8,46.91,29987,115,7,0,68.31,1.6777,14.1701
25,75.67,14.312,2.19,2002.7,87.53,9192,25,2,1,68.97,3.0426,34.5525
