gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.87,6958.81,0
Female,0,No,No,6,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,45.31,202.17,1
Female,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),64.15,146.76,0
Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.51,6974.88,1
Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.72,4480.27,1
Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.16,594.75,0
Female,1,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.1,1622.47,0
Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),101.27,3415.94,0
Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),88.95,1081.92,1
Female,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),32.73,2189.59,0
Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),33.1,56.73,1
Male,0,Yes,Yes,1,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),42.73,22.13,1
Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.14,300.14,0
Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.28,686.53,1
Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.01,140.56,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),59.95,139.98,1
Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.06,2524.81,0
Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.48,220.28,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),50.96,3832.63,0
Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),118.0,1639.15,0
Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.78,2923.08,0
Male,1,Yes,Yes,8,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,65.4,628.41,1
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,19.79,175.75,0
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.09,940.83,0
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),63.53,1633.1,0
Male,1,No,No,46,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,105.59,4804.47,0
Female,1,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.67,3208.29,0
Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.27,2455.33,0
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.1,1825.37,1
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,35.66,2525.61,0
Female,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.99,3365.11,0
Male,0,No,No,72,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,53.3,3826.13,0
Female,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.54,5400.44,0
Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,114.9,219.68,0
Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.58,408.95,0
Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.8,1667.94,0
Female,0,Yes,No,40,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.47,3580.58,1
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.2,1368.3,0
Female,0,Yes,No,49,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.04,2768.38,0
Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,52.85,534.63,0
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,18.0,169.96,0
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,96.52,103.08,0
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,34.51,825.78,0
Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,683.91,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96.21,1166.06,0
Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.34,2337.32,0
Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,25.26,0.0,1
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.39,273.05,0
Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.76,3105.89,0
Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),64.81,818.0,0
Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.29,1832.56,0
Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.13,3421.74,1
Male,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.99,4374.65,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,41.14,239.3,1
Male,1,No,Yes,21,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.34,2082.6,1
Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,81.47,3432.11,0
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.75,2778.28,0
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.09,5709.37,0
Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,55.75,434.61,0
Male,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),111.28,661.02,1
Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.58,2084.2,0
Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.53,3809.95,0
Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.79,663.93,0
Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),18.0,142.08,0
Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.18,3189.08,0
Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.16,294.06,0
Male,1,No,No,5,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46.42,296.3,1
Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.07,274.39,0
Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,45.55,573.27,0
Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.85,1780.25,0
Female,0,No,Yes,14,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),70.79,948.11,0
Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,20.57,10.46,0
Male,0,Yes,No,3,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.03,204.8,1
Male,0,Yes,No,10,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,46.16,369.35,0
Female,0,No,No,34,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),32.76,1123.0,0
Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,2.39,0
Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.17,478.51,0
Male,1,No,No,4,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.52,255.72,1
Female,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.07,484.04,1
Female,0,No,No,6,No,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,80.35,368.49,0
Male,0,No,No,2,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,116.27,183.0,1
Female,0,Yes,No,35,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.48,3697.29,0
Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.67,1942.94,0
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.39,5628.95,0
Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.22,188.67,1
Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,69.68,392.07,0
Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,110.92,1190.64,0
Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.29,3301.08,0
Male,1,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),71.93,793.86,1
Female,0,Yes,No,16,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,99.77,1649.94,0
Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.5,654.63,0
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),60.76,97.57,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),23.96,1650.02,0
Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,50.92,1219.62,0
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,54.91,2705.35,0
Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.6,1921.87,0
Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.11,2050.99,0
Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.54,116.32,0
Male,0,No,No,32,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,109.47,3462.22,1
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),18.0,84.78,0
Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.75,1406.18,1
Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,89.3,2696.39,0
Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.56,4076.24,0
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,97.67,3535.58,0
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.45,2080.73,0
Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.39,471.56,1
Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.08,597.96,0
Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.59,15.87,1
Male,0,Yes,No,40,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.0,4676.05,0
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.1,5143.03,0
Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93.35,819.42,0
Female,1,No,No,2,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,79.68,85.63,0
Female,1,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,86.5,1708.09,0
Female,0,No,No,62,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,1102.69,1
Male,0,No,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.09,1947.87,1
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,65.27,47.32,0
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),94.0,6786.86,0
Female,1,Yes,Yes,56,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,40.93,2345.15,0
Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.6,373.22,1
Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.61,2074.31,0
Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),51.25,970.58,0
Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,263.26,0
Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.38,620.33,0
Male,1,No,No,57,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.01,3712.79,0
Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),105.85,3584.7,0
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),65.85,67.11,0
Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),26.28,1878.64,0
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,206.56,0
Male,0,No,Yes,43,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),85.01,3685.6,0
Male,0,No,No,32,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),45.08,1442.62,0
Female,1,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,49.09,277.64,0
Male,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.1,534.43,1
Male,0,Yes,No,65,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,60.75,3908.21,0
Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.84,885.13,0
Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.65,2300.07,0
Female,0,Yes,No,22,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.26,2468.56,1
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.42,3031.51,1
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,367.99,0
Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,40.26,374.6,0
Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.26,760.23,0
Male,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),90.7,5725.7,0
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),27.52,545.9,0
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),69.26,502.01,0
Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.34,4466.84,0
Male,0,Yes,Yes,50,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,95.3,4769.32,0
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,34.89,53.79,0
Male,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.82,5117.24,1
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.79,4095.01,0
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,91.77,484.67,0
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,82.78,644.36,0
Female,0,No,No,37,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.48,2062.2,0
Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.34,3345.49,0
Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,61.42,481.1,0
Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,90.5,826.32,1
Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),80.59,851.07,0
Male,0,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.97,1358.39,0
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),117.16,705.76,0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),100.93,275.17,1
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.8,1391.01,0
Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.48,2680.57,0
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.05,1315.82,0
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.29,1271.42,0
Female,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,40.53,750.71,0
Male,1,No,No,15,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.72,699.86,1
Female,0,Yes,No,72,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.15,6507.64,0
Male,1,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),81.56,3700.01,1
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,88.58,0
Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.53,1298.26,0
Male,0,No,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.57,527.39,0
Male,1,No,No,30,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,45.76,1383.42,0
Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.85,1071.05,0
Male,0,Yes,No,53,No,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,50.72,2622.0,0
Male,0,Yes,No,46,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),45.32,2054.67,0
Male,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),33.67,751.23,0
Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),80.17,4882.0,0
Female,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,800.93,0
Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.85,2266.91,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,88.53,6373.69,0
Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.72,586.16,0
Male,0,No,No,9,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),23.26,144.17,0
Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),18.0,1211.43,0
Male,1,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.12,1417.66,0
Male,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,18.0,1255.92,0
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.55,148.95,0
Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.01,1639.77,1
Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),53.32,186.52,0
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,80.11,1729.62,1
Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),91.01,449.03,0
Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.95,274.39,0
Female,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.11,0.0,0
Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.73,1382.65,0
Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.27,745.12,0
Female,0,Yes,No,3,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.02,180.11,1
Female,1,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.56,1082.32,0
Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.11,233.14,0
