gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),26.03,954.06,0
Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),118.0,319.43,1
Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.45,1620.34,0
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,43.59,241.1,1
Male,0,Yes,No,11,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),106.9,1142.26,1
Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),40.83,405.59,0
Female,1,Yes,No,23,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,78.63,1883.94,0
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,118.0,4302.36,0
Male,1,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,63.71,232.49,0
Female,0,No,No,13,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,109.37,1434.35,0
Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,52.72,1887.21,0
Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.38,727.78,0
Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.53,940.53,0
Male,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,93.45,855.29,0
Female,0,Yes,No,0,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.47,66.95,0
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.19,1926.82,0
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),53.42,1687.86,0
Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.07,335.93,0
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.01,1551.0,0
Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),41.14,143.84,1
Male,0,No,Yes,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.15,1414.44,1
Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,77.01,1427.95,1
Male,0,Yes,No,33,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.42,2171.2,0
Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,77.9,3.85,0
Female,0,No,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.74,3385.76,1
Male,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,118.0,152.46,0
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),48.98,371.65,1
Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.42,3578.07,0
Female,1,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.46,2466.51,0
Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,44.23,74.18,1
Male,1,Yes,No,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.61,2692.52,1
Female,1,No,No,26,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),110.35,2904.75,0
Female,1,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),49.95,957.9,0
Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.63,1846.15,0
Female,0,No,Yes,31,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.59,1947.86,1
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.19,170.88,0
Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.41,750.71,0
Female,1,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.72,206.18,0
Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.8,205.8,0
Male,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.3,661.96,1
Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.99,741.91,1
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.02,238.81,1
Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,66.17,362.75,1
Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,61.7,1100.44,1
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.62,109.55,0
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.5,1080.54,0
Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.82,2267.9,0
Male,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.0,1850.7,0
Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,27.39,389.6,0
Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.72,683.13,0
Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.0,659.28,0
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.38,1601.37,0
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.11,777.33,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.79,292.84,0
Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.8,600.89,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,54.22,125.59,0
Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.0,4244.34,0
Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,103.68,1465.8,0
Female,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.99,359.34,0
Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.08,3032.61,0
Female,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,104.13,396.19,0
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,92.91,0.0,0
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),101.07,1671.27,0
Female,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,98.72,778.13,0
Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,82.22,1022.38,1
Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.61,582.61,0
Female,1,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.36,2445.0,0
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.37,625.89,1
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.37,827.85,0
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.27,356.84,0
Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.95,668.25,0
Female,0,No,No,26,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,84.87,2211.94,0
Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.56,968.12,0
Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.98,1232.15,0
Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,75.39,2712.47,0
Female,1,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.64,0.0,0
Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.73,1388.5,0
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.77,1902.07,0
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),72.44,1838.91,0
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.7,58.63,0
Female,0,No,No,36,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.67,2898.0,0
Female,0,Yes,Yes,14,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,271.26,0
Female,1,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,90.17,475.73,0
Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),19.34,470.21,0
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.95,751.23,1
Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.8,202.33,0
Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,68.53,476.53,0
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,81.0,732.53,0
Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.62,1338.41,0
Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,111.64,793.44,0
Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.08,0.0,0
Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.87,2915.8,0
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.89,99.03,1
Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),31.0,44.66,1
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.71,1855.69,0
Male,0,Yes,No,4,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.64,176.77,1
Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),72.1,42.93,0
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,54.85,904.1,0
Male,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),67.16,2409.25,1
Male,0,Yes,No,33,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,78.12,2526.66,0
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.88,563.58,1
Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.91,311.15,0
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),103.19,357.32,0
Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.63,660.55,0
Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.01,810.04,1
Male,0,No,No,17,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,47.05,782.77,0
Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,110.23,2136.67,0
Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.02,3674.73,0
Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.04,955.44,0
Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.14,2370.29,0
Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.08,650.68,1
Female,0,No,Yes,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.7,170.91,0
Female,0,Yes,No,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.98,2255.06,0
Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.72,3747.78,0
Female,0,No,No,20,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.15,842.85,1
Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,84.28,2283.2,0
Female,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,83.75,127.49,0
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.97,1697.9,0
Female,1,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),46.34,245.32,1
Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.73,1166.17,0
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.96,2316.57,0
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),75.34,0.0,0
Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,88.48,137.29,0
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),112.14,1217.02,1
Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,80.72,2972.38,0
Male,0,No,No,24,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,21.81,597.34,0
Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.65,839.58,0
Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.8,3268.22,1
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.46,1519.65,1
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.87,1816.91,1
Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,105.83,788.53,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.11,1223.38,0
Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.44,3600.14,0
Female,1,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.91,3195.68,0
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,93.56,735.62,0
Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.84,847.7,0
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),71.32,712.5,0
Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.96,1165.4,0
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.05,298.62,0
Female,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),79.63,1735.17,0
Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.72,2893.79,1
Male,0,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.27,831.32,0
Female,1,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.31,1135.61,0
Male,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.55,351.21,0
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.33,122.31,0
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,78.83,422.59,1
Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.14,139.16,0
Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.8,2739.26,1
Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,94.21,353.34,0
Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.28,3111.84,0
Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.07,2592.75,0
Female,0,No,No,36,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.37,2629.47,0
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64.54,331.93,0
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.68,1002.65,0
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.36,446.32,0
Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.63,82.68,1
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.33,470.86,1
Female,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),32.51,289.53,0
Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.06,29.42,0
Female,0,Yes,Yes,34,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.91,3955.32,1
Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,109.04,2992.65,1
Male,0,No,Yes,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.72,1096.52,0
Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,86.48,3083.5,1
Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.24,462.9,1
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.96,581.28,1
Female,0,No,No,34,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.5,2729.54,0
Female,1,Yes,No,10,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,94.31,959.66,1
Male,0,No,Yes,20,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,24.91,518.92,1
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.79,3724.66,1
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.71,272.53,0
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.91,1633.36,0
Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,69.22,2110.78,1
Female,0,Yes,Yes,0,No,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),26.06,8.31,1
Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,78.01,881.55,0
Female,1,Yes,No,18,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,52.51,965.35,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.89,999.32,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118.0,1445.71,1
Female,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,33.02,197.27,0
Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),42.71,1033.65,0
Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),109.13,3897.68,0
Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.77,958.13,0
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,46.21,139.69,1
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.76,714.38,1
Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),115.95,1400.42,0
Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.37,679.1,1
Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.04,476.36,0
Male,1,No,Yes,36,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.44,2447.53,0
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),42.57,0.0,0
Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.85,726.28,0
Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.05,1065.27,0
Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),118.0,1011.57,1
Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.48,1561.24,0
Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.97,712.59,1
