amount,time_hour,merchant_category,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase,is_weekend,is_night,num_transactions_last_hour,num_transactions_last_day,is_fraud
10.74,4,4,5.66,8.17,1.659,0,0,1,4,0
40.02,12,7,1.26,8.29,1.298,0,0,0,4,0
97.39,14,1,7.9,8.44,0.911,0,1,0,3,0
10.45,18,1,7.49,1.35,1.464,0,0,0,6,0
30.48,19,1,0.88,3.42,0.593,1,0,0,6,0
16.32,18,3,3.22,1.65,0.737,1,0,1,6,0
97.05,12,7,3.41,3.64,1.163,1,0,0,5,0
7.41,17,6,0.82,5.88,0.713,0,0,0,5,0
18.56,11,3,5.23,5.5,0.729,0,0,1,6,0
3.96,14,4,19.01,0.3,0.708,0,0,0,7,0
141.52,10,2,0.73,2.14,0.737,0,0,1,9,0
17.17,17,2,17.8,13.46,0.593,1,0,0,6,0
58.15,14,0,5.21,1.12,1.25,0,1,1,11,0
14.61,18,5,0.71,1.11,0.542,1,0,3,6,0
45.28,11,7,6.37,22.83,1.045,0,0,0,4,0
7.5,10,2,1.09,2.8,2.833,0,0,1,4,0
68.87,11,2,8.52,5.86,0.963,0,0,2,4,0
4.16,18,1,2.45,1.75,1.539,0,0,1,6,0
27.41,8,8,34.24,3.74,1.214,0,0,0,8,0
80.41,17,5,0.07,2.33,0.816,0,1,0,4,0
141.34,19,8,13.82,5.2,1.044,0,1,1,3,0
11.01,21,3,5.69,2.82,0.975,0,0,0,1,0
30.65,9,8,9.95,8.17,1.343,1,0,0,1,0
33.16,23,1,1.2,5.91,0.581,0,0,1,5,0
33.35,15,5,13.21,4.8,1.223,0,0,0,5,0
25.96,15,9,2.89,1.6,0.687,0,0,2,4,0
6.78,14,8,4.79,3.17,0.568,0,0,1,10,0
32.1,17,0,4.34,4.14,0.84,0,0,1,3,0
39.84,23,1,6.45,5.44,1.334,0,0,0,5,0
40.74,7,8,7.16,21.51,1.096,0,0,1,2,0
62.86,10,2,3.43,5.15,0.739,0,0,0,10,0
25.72,17,0,7.12,6.67,0.822,0,0,0,3,0
136.8,0,1,12.44,12.71,0.807,0,0,1,6,0
6.09,10,3,8.33,0.19,0.521,1,0,1,5,0
28.34,17,8,0.05,0.02,0.574,1,0,1,4,0
55.57,15,1,17.92,1.86,1.215,1,0,0,4,0
748.21,19,9,5.26,9.25,0.831,0,0,1,3,0
30.59,8,2,4.16,17.34,1.124,0,0,2,8,0
40.21,13,7,10.47,0.24,0.617,0,0,0,7,0
48.46,14,1,2.77,10.87,1.834,1,0,0,4,0
10.26,10,2,11.18,13.07,0.827,0,0,0,6,0
235.71,21,1,19.15,1.2,0.633,0,0,0,2,0
53.32,23,5,6.01,9.44,0.95,0,0,1,3,0
11.25,7,7,1.75,4.16,0.886,0,0,1,5,0
12.42,19,0,8.46,2.49,1.239,0,0,2,6,0
99.98,22,1,11.9,3.36,0.869,0,0,2,7,0
17.04,9,8,1.38,8.34,1.186,0,0,1,6,0
5.44,13,1,4.71,7.09,0.649,0,0,0,3,0
20.49,19,0,8.88,0.03,0.733,1,0,0,1,0
5.36,11,1,3.02,15.7,1.436,0,0,2,6,0
61.31,15,9,7.94,0.08,0.719,0,0,0,7,0
13.21,19,1,3.7,3.37,0.869,0,0,0,2,0
7.89,20,3,1.06,1.74,0.583,0,0,0,5,0
12.59,16,1,3.07,5.48,2.331,0,0,0,3,0
27.38,11,8,3.98,10.4,1.069,1,0,1,6,0
4.54,16,6,0.3,3.35,0.43,0,0,1,6,0
40.24,12,9,3.21,1.81,1.016,0,0,0,3,0
12.14,16,1,0.68,0.86,0.898,0,1,0,6,0
6.62,18,4,19.22,3.94,1.825,0,1,1,4,0
66.33,12,1,23.53,4.71,1.87,0,0,0,10,0
58.7,16,6,11.75,3.85,1.137,0,0,1,5,0
16.13,14,4,20.45,0.85,0.578,0,0,0,2,0
52.08,8,3,30.34,13.56,0.661,0,0,5,9,0
79.76,15,1,2.37,2.14,0.966,0,0,0,5,0
39.38,23,0,2.33,5.97,1.207,0,0,0,4,0
27.52,14,0,9.75,0.37,1.216,1,0,1,9,0
20.0,18,0,12.83,14.52,1.566,1,0,0,6,0
64.69,17,2,2.69,0.47,0.665,1,1,1,1,0
53.27,18,5,7.46,0.04,0.848,1,0,3,4,0
77.48,16,5,2.25,0.59,1.594,1,0,1,8,0
21.4,20,1,14.29,0.07,1.172,0,0,3,6,0
22.35,17,5,5.41,1.76,0.832,0,0,1,6,0
31.38,13,5,0.35,1.12,0.708,0,0,0,3,0
54.01,17,2,26.75,7.67,0.885,0,0,0,6,0
50.41,15,5,0.29,5.28,0.689,0,0,2,3,0
47.54,12,4,20.29,4.67,0.72,1,0,0,4,0
60.02,21,6,3.22,2.99,1.053,0,0,0,5,0
46.69,11,5,6.13,0.23,1.299,0,0,3,6,0
42.98,17,6,1.13,1.0,2.136,0,0,3,4,0
73.86,18,5,3.62,5.0,0.687,0,0,1,3,0
414.44,16,3,8.64,5.26,0.855,1,0,0,9,0
151.3,14,3,5.64,11.61,0.673,1,0,1,5,0
9.04,22,6,2.81,7.23,0.641,0,0,1,4,0
6.64,17,9,2.55,3.06,1.069,0,0,3,6,0
51.8,16,8,6.37,0.27,0.49,0,0,1,8,0
49.14,19,1,24.84,6.36,0.936,0,0,0,5,0
17.71,3,4,0.11,10.74,1.544,1,0,1,3,0
362.99,12,2,0.87,12.67,0.894,1,0,1,4,0
131.82,6,3,17.99,5.16,1.271,0,0,1,4,0
25.02,11,8,5.9,8.65,0.568,0,0,0,6,0
15.95,11,7,0.09,1.33,1.1,0,0,0,7,0
35.05,8,8,3.19,1.76,1.475,0,0,0,5,0
39.31,11,4,5.86,2.24,0.965,0,0,0,7,0
25.85,14,1,5.02,2.17,1.905,0,0,2,5,0
42.0,15,0,19.38,3.8,2.707,1,0,0,5,0
128.04,15,8,6.09,0.82,0.721,0,0,2,1,0
208.13,9,2,55.02,7.03,0.621,0,0,2,6,0
8.04,16,0,2.08,15.89,1.812,1,0,1,4,0
103.93,12,6,1.51,1.05,0.805,1,0,0,4,0
700.29,1,5,140.6,108.99,2.627,0,0,5,7,1
18.33,21,1,6.43,6.94,0.888,1,0,1,6,0
95.37,12,2,0.74,5.23,0.71,0,0,0,4,0
16.38,16,1,3.5,0.21,0.922,0,0,0,5,0
427.6,18,9,7.97,8.84,0.915,0,0,2,6,0
50.43,20,0,4.68,0.57,1.534,0,0,1,4,0
64.04,19,8,1.4,13.63,0.7,1,0,0,3,0
27.5,10,8,3.47,5.01,1.069,1,0,1,3,0
48.51,17,0,6.56,24.25,1.664,1,0,1,6,0
24.0,21,7,3.0,0.73,1.072,0,0,0,2,0
52.46,20,5,0.12,3.38,2.065,0,0,0,4,0
33.29,18,5,13.19,1.68,1.281,0,0,2,5,0
35.72,12,0,10.83,2.89,1.16,0,0,1,1,0
19.1,21,6,1.65,4.59,0.819,0,0,2,7,0
68.99,13,2,4.36,5.36,0.875,0,0,0,4,0
86.78,21,9,3.57,1.24,1.24,0,1,2,7,0
15.23,18,6,3.18,13.95,1.52,0,0,0,9,0
4.06,19,0,5.45,1.41,1.147,0,0,0,5,0
29.26,23,9,0.62,3.25,0.933,0,0,0,4,0
14.55,20,3,20.26,3.98,1.099,0,0,1,7,0
10.93,11,3,5.43,6.25,0.681,0,1,2,5,0
33.52,8,4,4.68,4.64,1.747,1,0,0,4,0
38.42,10,3,7.21,5.6,0.518,0,0,0,6,0
29.85,14,4,12.4,1.62,0.816,1,0,3,4,0
103.53,10,8,11.83,3.62,0.481,0,0,2,5,0
14.65,13,4,8.93,1.7,1.256,0,0,2,5,0
94.98,13,2,6.44,30.02,0.595,1,0,2,13,0
163.07,9,9,5.15,9.15,1.456,0,0,0,3,0
9.2,17,5,2.16,0.58,0.825,0,0,2,2,0
18.47,17,0,1.37,1.05,1.211,0,0,0,10,0
30.15,9,1,7.75,1.05,1.774,1,0,0,3,0
148.09,20,6,93.47,34.84,6.533,1,0,4,8,1
7.15,16,3,13.39,13.15,1.456,1,0,2,10,0
12.13,21,4,9.18,0.59,1.006,1,0,0,3,0
7.6,10,6,3.11,1.98,0.999,0,0,3,5,0
75.67,17,3,9.72,13.19,1.046,0,0,1,4,0
17.95,9,6,3.06,0.91,0.659,1,0,1,6,0
42.85,12,9,6.74,4.83,0.892,0,0,1,5,0
32.46,23,0,9.5,2.2,1.122,0,0,0,2,0
27.21,12,2,0.01,0.24,1.03,0,0,0,5,0
106.46,17,5,4.53,8.84,1.058,0,0,2,1,0
37.94,17,9,0.04,2.25,2.615,0,1,1,5,0
33.59,13,9,3.86,2.76,0.752,0,1,3,5,0
66.62,9,6,1.5,6.35,1.288,0,0,1,10,0
10.1,8,4,0.15,1.7,1.298,1,0,1,8,0
73.93,10,2,3.64,3.78,1.121,0,0,0,4,0
17.95,5,0,8.52,22.48,1.83,0,0,0,11,0
13.48,14,3,0.16,9.02,1.073,0,0,1,7,0
41.86,10,0,6.57,0.75,1.338,0,0,1,7,0
14.33,13,0,6.93,0.98,0.418,0,0,1,5,0
49.57,1,4,3.43,8.21,0.656,1,1,0,8,0
25.29,18,1,12.15,5.43,1.658,1,0,2,3,0
54.92,15,5,1.18,10.69,1.328,0,0,0,2,0
7.53,1,5,4.28,11.54,1.506,0,0,0,12,0
59.44,18,9,3.1,4.25,1.515,0,0,1,2,0
19.89,9,0,2.59,9.85,1.594,1,0,0,10,0
14.36,20,5,6.41,2.04,0.945,0,0,2,7,0
45.59,13,9,0.35,2.74,0.611,0,1,1,3,0
79.76,12,0,7.29,22.28,1.585,1,1,0,5,0
64.05,14,0,5.24,3.18,0.851,1,0,0,7,0
181.73,19,1,13.25,2.17,0.551,1,0,0,4,0
67.67,18,0,7.54,3.1,0.693,0,0,1,7,0
106.99,9,3,0.6,10.28,1.299,0,1,0,7,0
20.38,10,2,12.16,12.34,0.733,1,0,1,6,0
30.03,13,4,7.06,4.25,1.451,1,1,0,5,0
67.87,16,2,15.02,9.14,0.773,0,0,1,5,0
79.95,19,5,18.78,1.07,0.843,0,0,1,7,0
5.6,13,2,7.42,1.91,1.712,0,0,3,9,0
33.19,16,4,0.06,7.66,0.952,0,0,0,7,0
28.18,16,0,7.69,0.82,1.206,1,0,4,1,0
50.22,13,4,8.07,4.66,0.842,0,0,1,5,0
39.19,10,5,7.07,3.98,0.921,0,0,0,4,0
28.57,13,0,3.41,0.25,0.618,1,0,1,7,0
26.28,8,2,6.27,2.73,0.706,1,1,0,5,0
65.73,0,2,4.69,6.36,0.677,0,0,0,5,0
54.53,11,2,4.59,3.34,0.598,1,0,0,5,0
47.72,10,8,9.52,5.81,0.958,0,0,1,7,0
9.05,11,1,1.15,2.74,0.655,0,0,1,8,0
24.16,13,2,7.47,1.95,0.991,1,0,1,3,0
6.48,8,8,0.04,8.54,1.199,0,0,0,1,0
13.46,10,6,23.09,5.82,1.045,0,0,1,7,0
22.47,0,8,7.65,0.63,0.535,0,0,2,13,0
362.17,10,7,2.97,3.26,0.575,1,0,0,5,0
55.03,9,3,12.71,0.37,1.877,0,1,0,7,0
210.16,8,3,0.45,11.3,1.742,0,0,0,3,0
7.99,11,9,15.94,3.05,0.339,1,0,2,5,0
14.05,13,1,14.98,1.35,0.609,0,0,0,6,0
25.81,16,8,7.21,1.83,1.593,0,0,2,3,0
162.72,19,7,29.37,6.52,1.235,0,0,0,4,0
44.44,10,0,15.97,2.56,0.53,1,0,1,11,0
9.99,7,2,7.32,4.94,0.66,0,1,0,3,0
72.9,9,4,27.98,4.96,0.742,0,0,0,0,0
18.84,13,4,5.46,21.41,1.353,0,0,1,2,0
29.86,18,8,5.49,0.12,0.876,0,0,1,3,0
16.36,16,3,2.85,2.54,0.838,0,0,1,5,0
12.33,18,8,2.84,4.58,1.035,0,0,1,9,0
84.19,10,1,3.08,0.28,0.482,0,1,1,1,0
47.53,8,0,8.1,10.56,0.913,0,0,1,5,0
2.8,16,4,0.6,12.14,1.067,0,0,0,3,0
34.77,20,0,4.62,8.79,2.098,1,1,1,3,0
41.85,12,8,3.89,1.5,0.469,0,0,1,5,0
70.74,12,6,35.54,0.95,1.723,1,0,3,4,0
3.7,20,1,2.93,1.64,0.745,0,0,0,5,0
22.25,8,2,0.78,5.7,1.882,0,1,1,7,0
86.85,12,3,20.09,6.74,1.228,0,1,0,6,0
29.23,18,7,10.62,2.19,0.876,1,0,1,7,0
15.19,16,2,2.0,1.28,0.808,0,0,0,4,0
17.64,17,4,6.66,1.08,1.504,1,0,1,5,0
23.85,16,8,1.96,2.64,1.396,1,0,1,2,0
41.42,10,1,7.32,9.23,0.898,0,0,1,8,0
36.79,19,7,17.88,0.43,0.818,0,0,2,8,0
13.68,18,0,14.55,2.41,0.98,0,0,1,3,0
29.43,11,8,8.68,3.02,1.008,0,0,2,7,0
33.87,11,9,2.14,5.42,0.797,0,0,0,1,0
363.53,4,6,69.71,0.8,9.816,0,0,2,12,1
7.78,16,3,24.44,5.42,0.696,1,0,2,5,0
21.15,13,9,0.5,0.68,1.292,0,0,0,5,0
12.29,16,6,6.88,1.59,1.419,0,0,2,5,0
63.24,15,8,5.67,2.08,1.263,1,0,0,4,0
87.81,11,6,0.08,12.71,1.374,0,0,1,3,0
6.93,19,9,3.9,3.08,0.647,0,0,3,2,0
22.2,12,3,2.24,3.05,1.023,0,0,0,10,0
14.86,19,1,3.2,7.43,0.951,1,0,1,2,0
5.11,13,1,0.8,10.09,1.202,0,0,0,7,0
18.31,17,4,3.23,5.74,0.469,0,0,2,3,0
10.23,13,7,0.73,0.58,1.052,1,0,1,4,0
11.15,19,8,12.13,4.33,1.597,0,0,0,7,0
42.22,14,1,4.68,3.02,1.017,1,0,0,3,0
11.59,14,2,2.31,1.61,0.706,0,0,0,2,0
74.41,15,1,8.09,20.59,0.646,0,0,0,7,0
165.47,17,5,13.8,4.83,1.071,0,0,0,2,0
23.82,8,9,2.73,1.46,0.694,0,0,1,5,0
16.8,20,0,4.86,13.25,0.485,0,0,0,5,0
58.36,2,1,0.68,3.03,1.511,0,0,0,10,0
25.34,10,7,5.66,0.97,1.104,0,1,0,5,0
23.4,9,0,9.49,4.59,1.45,0,0,0,4,0
20.38,18,1,0.43,5.83,0.898,0,0,2,3,0
7.86,10,1,5.66,18.13,1.628,0,0,0,2,0
2.01,7,1,8.16,1.38,0.831,0,0,0,3,0
8.71,20,1,1.56,4.19,1.032,0,0,1,4,0
24.33,12,6,9.1,7.0,2.327,0,0,0,5,0
17.51,12,3,9.03,9.37,1.432,0,0,1,7,0
17.3,20,8,1.21,7.03,1.284,1,0,0,3,0
260.02,13,6,19.79,1.2,0.948,1,0,0,2,0
49.1,11,1,19.79,2.69,1.953,0,0,1,5,0
43.06,1,5,6.7,2.19,1.389,1,1,0,7,0
19.01,17,3,5.41,0.81,0.802,0,0,3,9,0
37.91,12,0,9.74,4.77,0.655,0,0,0,9,0
50.7,17,9,5.97,1.74,0.508,0,0,0,3,0
10.1,9,5,5.64,14.02,1.436,1,0,0,5,0
132.19,10,7,1.06,10.46,1.38,0,0,0,3,0
7.25,18,6,0.94,8.42,1.499,0,0,0,4,0
15.67,11,0,2.06,14.91,0.613,0,0,1,4,0
22.7,18,9,2.33,1.75,0.778,1,0,0,4,0
26.61,15,4,5.29,1.03,1.581,0,0,1,3,0
8.4,14,4,7.61,1.38,0.949,1,0,2,8,0
66.71,10,0,8.09,8.77,0.981,0,0,2,3,0
44.67,9,3,21.79,11.36,1.038,0,0,3,6,0
434.14,19,6,21.59,0.52,0.895,1,0,1,3,0
21.55,13,8,10.37,1.05,0.911,0,0,1,8,0
13.23,18,3,8.48,0.97,1.058,0,0,1,6,0
33.64,17,1,36.53,1.06,0.743,1,0,1,3,0
55.63,19,4,1.54,2.48,2.175,0,1,0,4,0
124.31,11,0,1.57,6.06,0.824,0,0,2,5,0
14.06,10,4,2.58,0.21,0.574,1,0,1,5,0
6.03,16,9,1.17,0.18,0.849,0,0,2,5,0
4.89,21,6,2.32,0.82,1.018,1,0,0,7,0
61.81,9,6,11.13,0.01,0.738,0,0,0,5,0
29.02,18,8,5.2,4.2,0.519,0,0,0,5,0
78.53,17,0,0.23,1.76,1.255,0,0,0,4,0
45.8,12,6,1.13,2.18,0.784,1,0,1,8,0
29.87,19,4,3.21,15.51,1.279,0,0,1,2,0
20.49,20,2,14.2,2.6,0.979,0,0,0,6,0
38.43,18,2,11.47,5.2,1.139,0,0,2,7,0
60.75,10,5,12.55,0.61,0.759,1,0,0,7,0
10.72,9,9,3.52,0.51,1.074,1,0,0,3,0
20.43,21,8,9.86,9.92,0.75,1,0,1,5,0
28.43,8,1,8.01,6.48,1.037,0,0,1,4,0
108.91,8,7,4.03,9.58,0.841,0,0,0,5,0
40.07,1,0,8.32,2.83,1.857,0,0,0,4,0
11.11,11,8,9.48,12.07,1.466,0,0,0,7,0
8.62,11,8,4.05,0.0,1.345,0,0,0,4,0
38.68,20,0,12.62,3.89,1.036,0,0,0,5,0
53.23,22,0,9.83,3.44,0.863,0,0,0,5,0
23.91,18,1,15.31,1.44,0.907,0,0,3,6,0
12.83,9,0,2.15,9.84,0.905,1,0,2,5,0
74.19,18,0,4.81,1.9,0.826,0,0,2,1,0
67.23,15,9,20.45,1.57,0.949,0,0,2,4,0
19.79,20,3,32.83,0.24,0.998,0,0,0,12,0
37.32,17,4,15.11,4.85,1.239,0,0,0,2,0
165.23,11,0,6.8,1.21,1.01,0,0,0,5,0
13.97,13,1,2.95,9.88,0.879,0,0,1,2,0
17.92,8,6,5.64,14.95,0.949,0,0,0,4,0
14.31,19,4,14.97,3.44,0.91,0,0,2,10,0
120.45,11,4,17.11,5.9,0.995,0,0,1,6,0
8.6,17,1,4.76,1.12,1.142,0,0,0,5,0
7.41,11,8,1.96,3.81,1.883,1,0,0,9,0
38.86,20,9,7.75,6.58,1.226,1,0,0,1,0
7.25,20,0,7.39,0.09,0.518,1,0,0,6,0
111.57,11,6,3.78,1.43,2.511,0,0,0,3,0
45.07,9,3,1.45,1.34,1.358,0,0,3,5,0
3.53,16,5,42.72,1.22,1.234,0,0,0,4,0
105.83,20,0,2.25,0.08,1.185,0,0,2,2,0
65.13,19,8,9.87,9.18,1.966,0,0,1,5,0
16.25,13,6,4.96,6.25,0.748,0,0,1,3,0
23.64,16,4,4.82,0.22,1.754,0,0,1,9,0
5.4,23,2,1.92,4.74,0.635,1,0,0,6,0
5.25,12,0,4.21,1.5,0.68,1,0,1,5,0
13.51,17,4,6.33,0.31,1.365,0,0,1,2,0
215.57,20,8,11.98,0.87,0.466,0,0,1,4,0
15.44,20,3,0.14,3.04,0.464,1,0,0,7,0
264.48,15,0,6.94,1.83,0.706,1,0,0,8,0
3.6,18,8,1.57,2.22,0.935,0,0,1,1,0
86.83,18,4,10.91,6.64,0.942,0,1,1,5,0
16.52,12,8,4.06,3.61,1.142,0,0,1,10,0
24.22,16,3,3.43,2.17,0.975,0,0,0,7,0
35.66,10,3,0.62,5.09,1.113,0,0,0,4,0
14.52,21,3,4.08,6.89,1.365,1,0,1,7,0
57.23,16,9,6.32,1.79,1.905,0,0,0,8,0
24.99,8,4,1.61,2.79,2.368,0,0,0,7,0
52.62,18,1,14.41,11.08,1.27,1,1,0,7,0
25.11,11,5,9.23,4.24,2.009,0,0,0,7,0
162.52,10,0,0.11,8.57,1.326,0,0,0,4,0
18.19,10,4,16.5,0.74,0.648,0,1,0,11,0
10.21,12,0,3.34,3.18,0.697,1,0,1,5,0
19.47,16,5,3.25,4.49,0.544,1,0,0,5,0
24.04,11,3,3.1,13.82,1.12,0,1,1,8,0
14.29,8,0,7.71,0.65,1.395,0,0,1,5,0
230.72,20,6,7.58,11.07,0.975,0,0,0,5,0
257.77,20,6,1.08,2.7,2.226,0,1,1,9,0
28.75,6,0,3.52,2.6,1.043,0,0,0,4,0
59.11,17,5,1.21,5.12,0.714,1,0,0,4,0
31.08,13,5,3.02,0.21,2.011,0,0,0,4,0
43.86,17,9,15.62,4.7,0.821,1,0,0,10,0
34.17,17,7,17.8,6.74,0.672,0,0,0,4,0
35.37,13,0,2.3,2.48,2.282,1,1,0,7,0
135.7,13,0,2.52,5.35,0.971,1,0,0,12,0
5.39,19,4,1.31,0.37,0.889,0,0,0,3,0
58.94,20,0,0.1,4.61,1.991,1,0,0,5,0
6.45,11,1,3.2,2.56,1.106,0,0,2,7,0
23.78,9,8,3.54,2.48,1.237,0,0,0,5,0
22.91,7,5,11.5,1.33,1.424,0,0,0,5,0
24.95,20,3,9.28,5.35,0.965,0,0,1,7,0
50.02,16,0,16.85,3.94,0.482,0,0,1,8,0
88.47,15,9,7.52,0.24,1.657,0,0,0,7,0
147.66,20,4,5.83,1.46,1.073,0,0,0,6,0
16.33,8,3,4.98,4.03,1.005,0,0,0,8,0
105.3,20,8,1.81,5.8,0.944,0,0,0,4,0
104.61,10,0,7.98,0.01,2.457,0,0,1,6,0
69.89,19,4,11.61,4.39,0.91,1,0,0,6,0
53.28,15,7,14.75,4.31,1.001,1,0,0,4,0
189.54,17,6,0.47,12.0,2.042,1,0,0,2,0
6.8,15,4,5.07,5.82,0.751,0,0,0,6,0
29.79,17,0,0.28,0.22,1.48,0,0,3,4,0
28.45,23,5,10.04,1.19,1.297,0,0,0,4,0
16.21,18,8,3.12,1.71,1.28,1,0,2,9,0
26.89,19,6,12.25,9.3,1.207,0,0,0,3,0
96.56,10,9,11.72,2.55,0.794,0,0,0,5,0
35.49,11,8,9.59,0.75,0.977,0,0,1,10,0
156.22,10,2,23.78,10.71,0.922,0,0,1,6,0
64.09,12,6,1.48,2.58,1.988,0,0,1,6,0
11.71,15,1,0.27,0.16,1.353,0,0,1,4,0
51.99,17,6,0.2,1.89,1.095,1,0,1,7,0
84.63,13,3,13.02,5.38,1.066,0,0,2,2,0
13.89,10,3,0.6,5.09,0.789,1,0,2,4,0
56.42,16,7,16.32,2.09,1.245,0,0,1,5,0
15.54,13,5,11.04,0.02,0.699,0,0,0,7,0
17.86,23,0,14.89,0.65,0.788,0,0,1,3,0
17.37,9,0,9.74,5.06,1.673,0,0,1,3,0
18.75,18,0,9.73,9.33,1.155,1,0,0,0,0
61.73,14,4,0.07,6.28,1.511,0,0,1,2,0
80.03,18,0,17.22,0.88,0.618,0,0,1,7,0
39.51,19,3,8.34,0.29,0.766,0,0,0,6,0
9.45,6,3,4.35,1.74,0.633,1,0,1,4,0
22.71,9,0,5.01,0.67,0.724,0,0,2,9,0
89.68,12,1,3.06,0.35,0.959,0,0,1,7,0
19.5,8,7,1.71,11.81,2.222,0,0,1,7,0
8.11,15,1,3.03,1.03,0.726,0,1,1,3,0
29.12,18,6,13.3,1.78,1.285,1,0,0,3,0
68.36,21,6,4.54,1.86,1.232,0,0,1,3,0
10.08,16,0,6.39,1.68,0.436,0,0,2,2,0
40.85,17,0,0.45,10.95,1.714,0,0,0,3,0
14.73,14,5,1.88,9.38,0.538,1,0,1,6,0
28.83,17,7,13.45,2.44,1.01,0,0,0,4,0
8.53,12,3,4.34,2.94,1.683,1,0,0,8,0
10.9,21,1,0.54,8.84,0.72,0,0,0,4,0
55.39,13,9,1.48,4.17,0.85,1,0,1,6,0
18.36,18,3,1.32,5.56,0.819,1,0,1,5,0
9.3,17,1,21.62,1.04,0.692,0,0,2,4,0
29.86,20,7,34.88,6.88,0.652,0,0,0,6,0
54.94,17,7,20.13,2.15,1.095,0,0,3,4,0
9.69,18,1,1.22,0.56,0.922,0,0,2,3,0
91.05,17,0,6.01,2.07,0.641,1,0,1,4,0
45.21,11,6,0.94,4.14,0.66,0,0,0,6,0
60.34,10,1,0.58,13.42,1.501,0,0,1,2,0
86.2,17,3,20.6,6.97,1.536,0,0,2,5,0
43.14,18,4,1.12,4.1,1.779,0,0,0,3,0
31.91,20,3,10.64,1.85,0.508,0,1,0,5,0
10.56,8,6,7.23,1.0,0.576,0,0,1,7,0
8.57,17,9,11.02,6.97,1.351,1,0,0,0,0
44.59,16,3,9.56,9.49,1.328,0,0,0,8,0
70.1,12,2,0.0,0.14,0.728,0,0,0,6,0
44.51,20,9,3.74,0.98,0.728,1,0,0,7,0
6.46,20,1,10.18,7.07,0.52,0,0,2,5,0
34.38,18,6,12.53,13.1,0.86,0,0,1,4,0
34.22,14,0,2.79,12.39,1.734,1,0,1,4,0
19.27,9,3,0.35,0.55,0.982,0,0,1,5,0
431.14,22,4,152.36,58.82,1.563,0,1,5,17,1
14.12,18,1,2.31,2.14,0.852,0,0,2,7,0
19.48,9,7,6.03,6.46,1.583,0,0,0,2,0
52.92,14,2,7.06,3.73,0.855,0,0,0,2,0
111.29,20,4,2.78,0.04,0.72,0,0,1,3,0
68.85,13,1,0.62,0.64,1.554,0,0,0,7,0
23.03,18,3,11.64,0.74,0.946,0,0,0,2,0
24.4,16,2,0.09,1.47,0.76,0,0,0,5,0
51.23,10,2,3.37,1.65,0.808,0,1,0,2,0
31.82,9,6,6.13,1.71,2.144,0,0,1,2,0
83.77,19,1,10.91,0.62,0.575,0,0,1,7,0
20.31,12,2,0.1,6.63,0.494,0,0,1,6,0
111.27,14,0,0.89,0.74,1.143,1,0,2,5,0
30.49,12,4,3.14,8.81,0.871,0,0,0,5,0
257.19,17,1,0.14,0.57,1.067,0,0,0,2,0
87.58,14,8,4.96,2.53,1.644,0,0,1,7,0
10.3,12,7,12.27,0.7,0.964,0,0,1,3,0
71.33,18,5,3.16,1.11,1.079,0,0,0,6,0
40.96,9,9,5.33,23.84,1.583,1,0,2,7,0
175.74,16,4,8.91,3.21,0.832,0,0,0,8,0
54.84,0,2,10.11,6.04,1.077,0,0,1,6,0
5.51,17,3,6.93,6.57,0.934,1,0,1,9,0
31.1,8,1,9.18,7.54,0.534,0,0,0,2,0
57.25,13,9,12.85,71.92,4.558,1,0,2,11,1
17.75,12,6,0.06,0.48,1.774,0,0,1,2,0
261.89,8,4,4.04,3.52,1.186,1,0,0,3,0
229.33,18,7,12.51,6.99,1.027,0,0,1,3,0
56.73,13,9,6.65,0.08,0.787,0,1,0,5,0
16.16,15,9,6.14,0.17,1.256,1,0,1,5,0
39.47,15,0,0.1,3.02,0.947,0,0,0,6,0
71.55,13,0,10.19,2.41,0.575,0,0,0,3,0
54.48,22,0,4.28,2.21,1.043,0,0,1,9,0
88.47,20,2,1.89,0.89,0.651,1,0,0,5,0
24.97,18,1,13.38,12.12,1.404,0,0,1,2,0
38.67,9,9,24.14,6.44,1.25,0,0,0,5,0
49.59,18,2,0.72,6.98,1.177,0,0,0,0,0
52.5,20,1,5.62,0.58,1.211,0,0,2,7,0
21.61,6,1,4.43,2.79,1.621,0,0,2,8,0
26.19,12,4,9.71,3.79,0.908,1,0,0,3,0
231.26,1,0,29.2,4.63,0.74,0,0,0,7,0
14.72,17,7,8.46,3.07,0.452,0,0,3,2,0
29.56,17,6,11.48,1.38,2.254,0,0,0,5,0
15.78,15,5,1.53,9.56,0.701,0,0,4,9,0
182.02,11,5,11.08,1.89,0.984,0,0,2,7,0
35.87,13,5,19.6,0.02,1.906,1,0,1,3,0
83.84,23,9,19.59,5.37,0.602,0,0,1,7,0
79.64,10,7,7.59,2.17,1.576,0,0,0,5,0
113.32,12,1,0.26,2.76,1.995,1,1,0,7,0
20.94,8,4,0.44,3.64,1.031,1,0,1,3,0
38.63,11,3,5.35,12.9,2.379,0,0,1,3,0
7.17,14,0,34.35,3.85,0.901,0,0,2,3,0
15.88,9,3,4.4,5.67,0.797,0,0,1,5,0
36.75,15,3,1.5,2.21,0.686,1,0,1,4,0
48.67,10,3,8.14,2.08,0.683,0,0,2,5,0
32.93,21,5,6.41,11.07,0.77,1,0,0,3,0
4.9,19,3,3.92,4.46,1.538,0,0,1,4,0
143.19,14,4,11.51,0.97,1.206,0,0,4,9,0
