user_id,company_id,plan_tier,signup_date,industry,daily_logins,features_used,session_duration_min,actions_per_session,last_active_date,days_since_last_login,monthly_active_days,support_tickets,nps_score,is_churned
USR-00740,CMP-0111,Free,2024-12-09,Finance,5.9,6,10.5,10.6,2025-09-08,23,9,2,8,0
USR-00741,CMP-0470,Pro,2023-10-08,Education,7.8,11,21.8,13.7,2025-09-29,2,8,2,10,0
USR-00742,CMP-0034,Enterprise,2025-02-20,Logistics,12.5,18,37.2,25.6,2025-09-30,1,16,1,7,0
USR-00743,CMP-0369,Pro,2023-11-13,Healthcare,25.8,6,33.1,5.7,2025-09-25,6,25,0,5,0
USR-00744,CMP-0595,Enterprise,2024-10-22,Healthcare,16.7,24,39.7,23.0,2025-09-13,18,26,0,10,0
USR-00745,CMP-0554,Enterprise,2024-04-02,Consulting,8.4,17,37.0,21.2,2025-09-29,2,17,2,4,0
USR-00746,CMP-0425,Pro,2024-06-17,Consulting,19.5,13,14.3,17.9,2025-09-12,19,20,0,5,0
USR-00747,CMP-0518,Pro,2024-06-23,Logistics,15.1,9,27.4,4.3,2025-09-21,10,26,2,8,0
USR-00748,CMP-0282,Free,2024-09-13,E-commerce,0.7,4,20.7,6.2,2025-09-09,22,7,1,8,0
USR-00749,CMP-0320,Free,2023-10-29,Marketing,0.5,1,38.2,8.3,2025-09-23,8,3,1,4,0
USR-00750,CMP-0443,Pro,2024-12-05,Consulting,8.2,6,24.6,16.5,2025-09-28,3,20,5,10,0
USR-00751,CMP-0315,Free,2024-09-29,Education,6.2,3,7.2,7.5,2025-09-29,2,10,2,0,0
USR-00752,CMP-0377,Pro,2025-03-23,Education,8.7,8,19.9,8.3,2025-09-08,23,23,1,9,0
USR-00753,CMP-0289,Enterprise,2024-09-17,Marketing,13.0,20,47.2,16.0,2025-09-22,9,25,0,8,0
USR-00754,CMP-0437,Enterprise,2024-01-05,Technology,4.7,21,19.5,26.5,2025-09-27,4,12,1,7,0
USR-00755,CMP-0277,Pro,2024-01-13,Technology,5.5,8,18.1,11.6,2025-09-29,2,7,2,8,0
USR-00756,CMP-0582,Enterprise,2025-01-24,Healthcare,22.3,23,39.5,18.9,2025-10-01,0,24,0,7,0
USR-00757,CMP-0503,Enterprise,2024-11-26,Consulting,25.3,19,46.7,17.6,2025-09-18,13,28,2,6,0
USR-00758,CMP-0516,Pro,2025-02-21,Manufacturing,18.7,11,21.9,12.7,2025-10-01,0,20,0,7,0
USR-00759,CMP-0350,Free,2023-11-02,Logistics,1.7,3,1.0,7.0,2025-09-06,25,0,3,5,1
USR-00760,CMP-0446,Pro,2025-03-23,Media,16.5,13,15.7,10.7,2025-09-28,3,23,2,5,0
USR-00761,CMP-0350,Pro,2023-10-18,Marketing,8.7,7,17.3,6.8,2025-09-28,3,14,2,5,0
USR-00762,CMP-0137,Pro,2024-06-07,Healthcare,2.7,13,19.0,8.4,2025-09-19,12,0,0,6,0
USR-00763,CMP-0243,Pro,2023-10-26,Manufacturing,9.9,11,19.4,14.9,2025-10-01,0,13,0,3,0
USR-00764,CMP-0543,Free,2024-12-11,Consulting,0.0,1,30.8,2.8,2025-09-25,6,0,0,1,0
USR-00765,CMP-0040,Pro,2024-01-01,Manufacturing,14.0,13,20.2,14.8,2025-09-10,21,22,2,8,0
USR-00766,CMP-0229,Enterprise,2023-11-17,Manufacturing,18.4,18,30.7,21.7,2025-09-28,3,27,0,5,0
USR-00767,CMP-0548,Pro,2024-06-01,Marketing,7.0,14,8.3,14.9,2025-09-22,9,11,2,6,0
USR-00768,CMP-0223,Enterprise,2024-05-15,Healthcare,20.2,18,38.0,17.1,2025-09-27,4,24,2,5,0
USR-00769,CMP-0006,Enterprise,2024-10-12,E-commerce,21.3,25,41.7,23.6,2025-10-01,0,26,1,10,0
USR-00770,CMP-0322,Enterprise,2023-11-08,Education,15.6,17,50.0,16.8,2025-10-01,0,24,3,7,0
USR-00771,CMP-0468,Enterprise,2024-10-15,Logistics,11.3,11,43.6,15.5,2025-09-29,2,19,0,9,0
USR-00772,CMP-0075,Enterprise,2023-11-20,Healthcare,24.9,18,43.1,18.3,2025-09-30,1,22,4,10,0
USR-00773,CMP-0004,Pro,2024-05-06,Media,12.2,10,24.4,9.4,2025-09-28,3,14,1,4,0
USR-00774,CMP-0118,Free,2024-06-25,Manufacturing,9.1,2,7.7,7.7,2025-09-10,21,18,4,3,0
USR-00775,CMP-0504,Pro,2023-12-17,E-commerce,12.1,15,26.9,18.7,2025-10-01,0,18,1,8,0
USR-00776,CMP-0574,Pro,2025-02-10,Marketing,16.5,14,19.1,10.2,2025-09-24,7,28,2,5,0
USR-00777,CMP-0441,Free,2024-01-03,Finance,5.9,2,7.8,9.2,2025-10-01,0,11,3,6,1
USR-00778,CMP-0194,Free,2024-02-10,Logistics,0.6,3,23.7,6.5,2025-10-01,0,0,7,5,1
USR-00779,CMP-0392,Enterprise,2024-02-21,Logistics,10.2,20,33.9,19.8,2025-09-30,1,25,1,4,0
USR-00780,CMP-0026,Enterprise,2024-06-05,Education,20.0,12,30.2,15.6,2025-09-26,5,21,1,9,0
USR-00781,CMP-0435,Enterprise,2024-08-26,Finance,27.8,17,36.7,14.9,2025-10-01,0,26,0,7,0
USR-00782,CMP-0173,Pro,2023-10-20,Consulting,7.0,10,30.0,13.9,2025-09-26,5,13,1,4,0
USR-00783,CMP-0300,Free,2024-10-29,Finance,1.5,4,10.4,5.1,2025-09-16,15,7,5,9,1
USR-00784,CMP-0326,Free,2024-04-22,Manufacturing,0.3,10,20.4,6.6,2025-09-28,3,2,2,3,1
USR-00785,CMP-0410,Free,2024-10-28,Manufacturing,0.1,1,15.0,1.0,2025-09-21,10,5,1,3,0
USR-00786,CMP-0118,Free,2024-08-13,Manufacturing,0.1,5,9.9,8.7,2025-08-29,33,15,1,0,0
USR-00787,CMP-0225,Free,2024-02-25,Manufacturing,0.0,3,40.3,2.6,2025-09-21,10,0,4,6,1
USR-00788,CMP-0532,Enterprise,2024-07-22,Healthcare,16.6,17,13.3,21.4,2025-10-01,0,25,1,8,0
USR-00789,CMP-0113,Pro,2025-02-17,Logistics,9.9,14,14.7,17.8,2025-09-25,6,21,2,3,0
USR-00790,CMP-0140,Free,2024-09-04,Finance,1.3,1,15.3,7.8,2025-09-19,12,4,1,6,1
USR-00791,CMP-0559,Free,2023-12-13,Logistics,21.6,8,1.8,9.8,2025-10-01,0,24,4,7,0
USR-00792,CMP-0001,Pro,2023-12-05,Media,8.3,11,8.8,12.6,2025-10-01,0,22,0,7,0
USR-00793,CMP-0090,Free,2024-04-28,Finance,3.9,2,8.7,1.0,2025-09-29,2,13,3,8,1
USR-00794,CMP-0320,Enterprise,2023-10-29,Healthcare,16.1,17,29.8,19.6,2025-10-01,0,17,0,7,0
USR-00795,CMP-0550,Pro,2023-11-19,Media,14.1,13,16.0,14.5,2025-09-29,2,17,0,10,0
USR-00796,CMP-0139,Pro,2025-03-30,Logistics,16.2,7,26.7,10.3,2025-09-27,4,23,2,7,0
USR-00797,CMP-0511,Free,2024-11-12,Media,1.8,4,2.7,11.3,2025-09-25,6,1,1,7,1
USR-00798,CMP-0259,Free,2024-07-18,Education,4.1,2,15.7,2.8,2025-09-01,30,12,3,8,1
USR-00799,CMP-0010,Pro,2024-08-16,Media,17.0,12,20.9,12.2,2025-09-25,6,24,1,10,0
USR-00800,CMP-0261,Pro,2024-07-09,Finance,16.7,10,15.0,12.0,2025-09-17,14,25,3,4,0
USR-00801,CMP-0172,Pro,2024-01-14,Manufacturing,16.2,13,17.6,10.6,2025-09-26,5,26,2,5,0
USR-00802,CMP-0013,Free,2024-08-26,Manufacturing,10.2,7,21.9,8.0,2025-09-30,1,9,6,5,1
USR-00803,CMP-0168,Pro,2025-02-12,Consulting,13.9,15,24.1,16.5,2025-09-27,4,21,3,6,0
USR-00804,CMP-0596,Pro,2024-12-10,Logistics,3.7,12,36.0,11.6,2025-09-19,12,7,2,5,1
USR-00805,CMP-0321,Enterprise,2023-10-15,Education,27.3,17,22.7,20.5,2025-10-01,0,24,1,5,0
USR-00806,CMP-0319,Free,2023-10-12,Finance,5.1,1,4.0,1.0,2025-09-30,1,7,2,5,0
USR-00807,CMP-0329,Free,2025-03-17,Finance,8.5,1,18.1,7.2,2025-09-26,5,23,2,7,0
USR-00808,CMP-0550,Pro,2024-03-09,Marketing,11.4,7,14.7,10.6,2025-09-28,3,12,5,7,0
USR-00809,CMP-0419,Pro,2024-02-11,Technology,5.3,14,32.5,12.5,2025-09-29,2,15,1,3,0
USR-00810,CMP-0095,Pro,2024-05-31,Logistics,10.3,11,22.7,9.0,2025-09-30,1,29,1,3,0
USR-00811,CMP-0581,Pro,2024-10-01,Finance,14.2,5,22.3,1.0,2025-09-29,2,10,1,7,0
USR-00812,CMP-0318,Pro,2024-07-18,E-commerce,6.5,9,19.8,7.8,2025-09-23,8,7,0,6,0
USR-00813,CMP-0236,Enterprise,2023-10-25,Finance,17.7,21,29.2,22.9,2025-09-30,1,26,3,7,0
USR-00814,CMP-0334,Pro,2024-07-06,Marketing,6.1,4,20.6,6.0,2025-09-24,7,6,1,6,0
USR-00815,CMP-0376,Enterprise,2024-10-27,Media,16.1,13,5.0,16.9,2025-09-29,2,24,0,7,0
USR-00816,CMP-0459,Pro,2024-08-24,Healthcare,5.2,12,7.2,10.7,2025-09-26,5,10,1,7,0
USR-00817,CMP-0137,Enterprise,2024-07-23,Healthcare,10.7,23,38.9,23.5,2025-10-01,0,14,0,9,0
USR-00818,CMP-0588,Enterprise,2024-10-07,E-commerce,19.7,21,46.8,17.6,2025-09-29,2,25,1,6,0
USR-00819,CMP-0547,Free,2025-03-16,E-commerce,0.3,1,8.6,1.0,2025-10-01,0,0,0,6,1
USR-00820,CMP-0513,Enterprise,2023-12-24,Consulting,15.1,24,48.6,21.9,2025-09-30,1,27,3,8,0
USR-00821,CMP-0296,Free,2024-09-07,Healthcare,0.2,7,1.2,6.6,2025-09-20,11,0,4,1,1
USR-00822,CMP-0320,Enterprise,2023-11-09,Media,15.6,21,13.1,15.2,2025-10-01,0,24,3,7,0
USR-00823,CMP-0572,Pro,2025-02-06,Healthcare,8.8,8,19.2,8.9,2025-09-29,2,12,4,7,0
USR-00824,CMP-0349,Free,2025-01-02,Technology,3.6,1,6.8,4.1,2025-09-28,3,14,4,10,0
USR-00825,CMP-0229,Pro,2024-08-27,Logistics,4.8,7,21.7,12.4,2025-10-01,0,15,0,5,0
USR-00826,CMP-0270,Enterprise,2024-08-16,Healthcare,19.8,13,43.2,16.2,2025-09-30,1,26,2,7,0
USR-00827,CMP-0291,Free,2024-04-06,Manufacturing,7.1,5,1.0,10.7,2025-08-08,54,6,1,6,1
USR-00828,CMP-0165,Pro,2024-03-27,Consulting,14.5,16,32.3,18.0,2025-09-28,3,13,3,6,0
USR-00829,CMP-0005,Pro,2024-01-05,Marketing,10.9,12,20.0,13.6,2025-09-27,4,6,2,4,0
USR-00830,CMP-0379,Enterprise,2025-01-07,E-commerce,14.1,22,35.7,16.9,2025-09-28,3,15,1,5,0
USR-00831,CMP-0078,Pro,2025-03-16,Technology,21.6,7,34.2,9.0,2025-09-24,7,28,3,3,0
USR-00832,CMP-0410,Free,2025-03-22,E-commerce,7.8,5,2.9,8.8,2025-08-21,41,7,5,7,0
USR-00833,CMP-0574,Free,2024-11-23,Consulting,8.5,1,6.3,8.2,2025-09-04,27,13,2,2,1
USR-00834,CMP-0132,Pro,2025-03-02,Finance,7.1,10,32.9,13.1,2025-09-20,11,14,2,10,0
USR-00835,CMP-0042,Pro,2024-09-09,Technology,5.6,2,30.1,8.3,2025-09-10,21,14,1,5,1
USR-00836,CMP-0089,Enterprise,2024-09-18,Education,17.7,12,12.8,9.5,2025-10-01,0,23,3,9,0
USR-00837,CMP-0402,Free,2024-11-01,Technology,8.1,4,16.8,5.2,2025-09-18,13,20,4,2,0
USR-00838,CMP-0296,Pro,2025-01-17,Consulting,9.1,7,21.0,9.9,2025-09-16,15,13,3,7,0
USR-00839,CMP-0295,Free,2024-10-15,Marketing,7.4,1,6.8,7.3,2025-09-18,13,8,4,9,0
USR-00840,CMP-0526,Free,2024-06-20,Technology,12.6,4,45.0,5.8,2025-08-09,53,8,4,4,1
USR-00841,CMP-0422,Pro,2023-10-08,Consulting,7.3,12,16.0,12.4,2025-10-01,0,11,1,4,0
USR-00842,CMP-0023,Pro,2024-02-10,Media,12.4,14,21.4,16.3,2025-09-27,4,17,1,6,1
USR-00843,CMP-0575,Pro,2025-03-29,Logistics,19.0,9,19.8,6.8,2025-09-05,26,22,2,6,0
USR-00844,CMP-0143,Enterprise,2024-10-27,Healthcare,20.2,18,36.1,22.2,2025-09-30,1,24,1,6,0
USR-00845,CMP-0145,Pro,2024-08-08,Media,12.2,10,16.0,8.4,2025-09-22,9,16,1,10,0
USR-00846,CMP-0225,Enterprise,2024-02-07,Consulting,17.2,20,22.2,13.2,2025-10-01,0,22,1,8,0
USR-00847,CMP-0503,Enterprise,2023-10-17,Manufacturing,19.7,18,34.6,17.4,2025-09-28,3,26,0,9,0
USR-00848,CMP-0104,Pro,2025-01-25,Finance,15.7,12,35.7,17.7,2025-09-12,19,24,2,9,0
USR-00849,CMP-0039,Enterprise,2024-09-01,Healthcare,21.0,24,35.8,24.0,2025-09-30,1,24,1,10,0
USR-00850,CMP-0198,Pro,2024-12-22,Manufacturing,10.3,14,19.3,16.5,2025-10-01,0,10,0,4,0
USR-00851,CMP-0579,Free,2025-02-10,Marketing,10.6,2,5.3,4.7,2025-10-01,0,17,1,7,0
USR-00852,CMP-0391,Pro,2024-05-10,E-commerce,13.9,12,22.0,12.1,2025-09-16,15,17,0,5,0
USR-00853,CMP-0179,Free,2024-09-14,Education,0.6,3,12.3,1.0,2025-09-14,17,1,3,5,1
USR-00854,CMP-0554,Pro,2024-06-21,Healthcare,19.7,7,28.6,1.8,2025-10-01,0,22,4,4,0
USR-00855,CMP-0448,Pro,2025-02-19,Media,1.2,3,27.6,6.0,2025-10-01,0,3,0,10,0
USR-00856,CMP-0500,Free,2024-09-19,Finance,7.9,2,12.8,8.5,2025-09-09,22,8,2,3,0
USR-00857,CMP-0015,Free,2024-09-01,Manufacturing,7.1,1,23.4,4.8,2025-09-08,23,11,3,7,1
USR-00858,CMP-0289,Enterprise,2023-12-11,Consulting,20.4,15,27.5,16.9,2025-10-01,0,30,2,6,0
USR-00859,CMP-0478,Pro,2024-05-31,Healthcare,10.0,4,21.5,11.0,2025-09-29,2,11,2,6,0
USR-00860,CMP-0231,Free,2024-01-26,E-commerce,0.4,3,11.4,6.4,2025-09-10,21,12,1,8,1
USR-00861,CMP-0420,Pro,2024-05-08,Consulting,13.5,8,18.0,9.0,2025-09-26,5,12,2,7,0
USR-00862,CMP-0157,Pro,2025-03-09,Manufacturing,12.2,6,20.5,5.3,2025-09-10,21,19,0,5,1
USR-00863,CMP-0550,Pro,2024-10-21,Finance,11.2,12,15.2,18.7,2025-09-27,4,5,1,5,0
USR-00864,CMP-0441,Enterprise,2024-05-22,Technology,9.7,22,34.0,22.2,2025-09-28,3,20,1,8,0
USR-00865,CMP-0097,Pro,2024-07-05,E-commerce,7.0,11,27.3,9.0,2025-09-27,4,4,2,6,0
USR-00866,CMP-0411,Free,2024-03-18,Consulting,4.9,1,42.3,1.0,2025-08-22,40,9,0,2,0
USR-00867,CMP-0289,Enterprise,2024-04-05,E-commerce,16.4,20,36.0,22.8,2025-09-30,1,21,1,7,0
USR-00868,CMP-0254,Enterprise,2024-12-23,Marketing,24.7,25,33.0,19.9,2025-10-01,0,25,2,7,0
USR-00869,CMP-0196,Free,2023-11-19,Consulting,5.0,1,8.7,9.4,2025-09-26,5,12,4,6,0
USR-00870,CMP-0598,Free,2024-03-28,Healthcare,9.7,6,6.9,1.0,2025-09-05,26,25,3,8,1
USR-00871,CMP-0522,Free,2024-08-03,Technology,3.4,1,35.4,8.1,2025-09-22,9,3,1,7,0
USR-00872,CMP-0517,Pro,2024-10-18,Technology,9.2,15,13.3,16.5,2025-09-28,3,22,3,7,0
USR-00873,CMP-0118,Pro,2024-02-12,Education,9.6,9,28.9,10.6,2025-09-26,5,18,0,7,0
USR-00874,CMP-0159,Pro,2024-04-14,E-commerce,10.5,15,20.7,14.5,2025-09-30,1,15,1,7,0
USR-00875,CMP-0228,Enterprise,2023-12-14,Media,15.8,19,43.9,23.9,2025-10-01,0,27,1,9,0
USR-00876,CMP-0216,Pro,2024-12-01,Technology,14.7,17,18.6,18.7,2025-09-29,2,16,2,10,0
USR-00877,CMP-0015,Free,2023-10-16,Technology,2.5,7,19.0,5.9,2025-09-18,13,0,2,3,1
USR-00878,CMP-0157,Free,2024-02-28,Marketing,5.6,1,10.1,1.0,2025-09-14,17,6,1,4,0
USR-00879,CMP-0261,Pro,2023-11-05,Logistics,3.1,14,31.6,14.7,2025-09-19,12,12,4,9,0
USR-00880,CMP-0157,Free,2023-10-22,Marketing,0.3,5,1.5,7.0,2025-08-26,36,4,0,3,0
USR-00881,CMP-0047,Pro,2024-07-25,Marketing,12.0,9,13.2,5.6,2025-09-28,3,14,4,4,1
USR-00882,CMP-0324,Enterprise,2024-12-05,Logistics,12.7,18,40.4,17.2,2025-09-27,4,22,0,7,0
USR-00883,CMP-0130,Free,2025-03-04,E-commerce,2.1,2,5.3,2.9,2025-09-30,1,2,4,5,1
USR-00884,CMP-0411,Pro,2025-02-27,Consulting,10.1,12,23.5,12.6,2025-10-01,0,17,0,6,0
USR-00885,CMP-0095,Enterprise,2024-04-28,Finance,17.1,16,20.4,18.0,2025-10-01,0,29,2,8,0
USR-00886,CMP-0292,Pro,2025-03-23,Media,13.6,14,24.4,18.7,2025-09-27,4,16,2,6,0
USR-00887,CMP-0283,Free,2024-10-04,Technology,0.6,1,2.8,6.5,2025-09-28,3,3,2,4,1
USR-00888,CMP-0069,Pro,2024-07-14,Education,15.2,12,3.0,10.4,2025-09-29,2,24,1,3,1
USR-00889,CMP-0011,Free,2025-01-07,Media,0.3,3,11.6,6.5,2025-09-17,14,0,2,6,1
USR-00890,CMP-0254,Enterprise,2023-12-30,Consulting,26.4,20,25.5,19.2,2025-09-30,1,22,1,8,0
USR-00891,CMP-0550,Free,2025-02-18,Logistics,7.1,5,21.3,3.0,2025-09-20,11,13,4,5,0
USR-00892,CMP-0134,Pro,2024-03-09,Media,8.5,6,33.0,9.0,2025-09-28,3,23,1,7,0
USR-00893,CMP-0023,Pro,2024-12-07,Technology,11.4,15,32.8,20.6,2025-09-30,1,24,0,7,0
USR-00894,CMP-0346,Enterprise,2023-10-22,Media,25.6,20,44.1,19.1,2025-10-01,0,20,0,9,0
USR-00895,CMP-0302,Free,2024-01-14,Finance,2.8,7,3.2,3.8,2025-09-28,3,1,2,6,1
USR-00896,CMP-0363,Free,2025-02-18,Logistics,0.1,1,1.0,3.9,2025-10-01,0,7,2,2,0
USR-00897,CMP-0396,Free,2023-11-14,Media,13.1,1,20.1,1.0,2025-09-18,13,21,0,10,0
USR-00898,CMP-0218,Free,2023-10-27,Technology,4.6,4,17.3,8.8,2025-09-09,22,14,2,8,0
USR-00899,CMP-0141,Free,2025-04-02,Technology,1.1,2,1.3,6.2,2025-09-26,5,1,1,5,1
USR-00900,CMP-0210,Pro,2025-03-08,Media,13.7,12,33.9,12.1,2025-09-28,3,20,1,7,0
USR-00901,CMP-0460,Free,2024-03-20,E-commerce,1.3,2,10.6,3.6,2025-09-08,23,4,1,6,0
USR-00902,CMP-0356,Free,2024-10-30,Education,0.5,1,19.7,3.2,2025-09-28,3,3,4,3,1
USR-00903,CMP-0324,Enterprise,2023-11-11,Manufacturing,19.8,12,23.4,12.6,2025-10-01,0,25,1,9,0
USR-00904,CMP-0133,Free,2024-05-07,Marketing,19.4,6,1.5,5.5,2025-09-22,9,23,3,8,1
USR-00905,CMP-0127,Free,2024-12-12,Logistics,1.8,2,5.6,1.0,2025-09-17,14,6,4,5,0
USR-00906,CMP-0106,Free,2024-03-12,Manufacturing,10.2,1,1.0,7.2,2025-09-19,12,13,1,7,0
USR-00907,CMP-0378,Enterprise,2023-12-05,Consulting,10.1,18,33.6,16.2,2025-09-28,3,26,2,9,0
USR-00908,CMP-0051,Free,2024-07-29,Consulting,5.9,1,22.9,4.3,2025-10-01,0,8,5,6,1
USR-00909,CMP-0029,Enterprise,2024-05-25,Technology,17.0,18,34.7,18.3,2025-09-30,1,22,1,6,0
USR-00910,CMP-0462,Pro,2024-08-09,Consulting,8.1,12,31.5,13.6,2025-09-30,1,14,2,8,0
USR-00911,CMP-0296,Free,2024-08-14,E-commerce,0.9,7,1.0,5.1,2025-09-12,19,2,3,5,0
USR-00912,CMP-0297,Enterprise,2024-06-06,Education,18.6,19,35.9,13.2,2025-09-25,6,21,1,6,0
USR-00913,CMP-0407,Free,2024-05-06,Consulting,2.5,5,2.6,5.2,2025-09-27,4,1,1,8,1
USR-00914,CMP-0405,Free,2024-12-13,Finance,1.0,1,3.0,5.0,2025-09-30,1,3,1,6,1
USR-00915,CMP-0346,Enterprise,2024-04-08,Education,16.1,12,47.4,10.4,2025-10-01,0,27,2,7,0
USR-00916,CMP-0420,Pro,2024-12-29,E-commerce,18.8,11,18.3,10.7,2025-10-01,0,21,0,10,0
USR-00917,CMP-0182,Pro,2025-03-20,Manufacturing,11.8,15,11.9,21.4,2025-09-29,2,15,0,5,0
USR-00918,CMP-0001,Free,2024-03-25,Education,0.5,8,1.0,3.9,2025-09-21,10,2,3,3,0
USR-00919,CMP-0567,Pro,2024-03-11,Education,7.5,9,18.1,7.9,2025-09-06,25,12,3,7,0
USR-00920,CMP-0371,Enterprise,2024-08-31,Manufacturing,16.2,16,36.1,21.5,2025-09-30,1,27,3,7,0
USR-00921,CMP-0431,Free,2024-03-02,E-commerce,9.8,1,5.9,3.7,2025-09-28,3,27,1,4,0
USR-00922,CMP-0309,Free,2024-07-19,Consulting,12.9,1,13.0,1.7,2025-09-29,2,25,3,9,0
USR-00923,CMP-0137,Free,2024-05-20,Technology,8.8,1,11.5,7.3,2025-09-29,2,11,2,2,0
USR-00924,CMP-0202,Free,2024-09-21,Logistics,2.0,2,1.5,4.8,2025-09-29,2,0,1,6,1
USR-00925,CMP-0436,Enterprise,2023-12-14,Manufacturing,15.4,25,33.2,22.0,2025-09-27,4,26,1,8,0
USR-00926,CMP-0313,Pro,2024-02-12,Manufacturing,13.8,12,25.4,13.2,2025-10-01,0,6,2,6,0
USR-00927,CMP-0117,Enterprise,2023-12-17,Manufacturing,9.5,22,29.1,18.6,2025-09-14,17,18,0,9,0
USR-00928,CMP-0575,Free,2023-10-09,Manufacturing,6.4,1,12.8,1.0,2025-09-21,10,8,3,10,0
USR-00929,CMP-0244,Pro,2024-08-17,Logistics,12.5,14,16.5,13.9,2025-09-26,5,24,2,7,0
USR-00930,CMP-0537,Free,2023-11-01,Logistics,8.9,2,1.0,1.6,2025-09-25,6,21,5,7,1
USR-00931,CMP-0075,Free,2024-09-17,Consulting,9.4,2,3.4,4.6,2025-09-15,16,9,1,5,0
USR-00932,CMP-0386,Free,2025-03-15,Media,5.7,1,1.0,4.9,2025-09-23,8,15,0,5,0
USR-00933,CMP-0210,Free,2024-05-29,Media,15.4,4,2.6,8.8,2025-09-26,5,26,3,6,0
USR-00934,CMP-0475,Pro,2024-01-27,Healthcare,10.8,15,20.4,18.4,2025-09-29,2,10,0,7,0
USR-00935,CMP-0418,Enterprise,2024-03-30,Manufacturing,22.3,19,25.1,17.0,2025-09-24,7,25,2,6,0
USR-00936,CMP-0347,Pro,2025-01-17,Manufacturing,12.1,10,20.3,12.5,2025-09-29,2,23,1,9,0
USR-00937,CMP-0529,Free,2023-10-11,Education,17.2,1,1.1,5.3,2025-09-23,8,21,1,6,0
USR-00938,CMP-0179,Free,2024-06-24,Media,9.4,4,22.7,7.2,2025-09-25,6,24,2,5,0
USR-00939,CMP-0182,Free,2024-11-16,Consulting,1.9,3,8.8,4.0,2025-09-30,1,1,1,3,0
USR-00940,CMP-0025,Pro,2024-06-27,Technology,13.1,5,20.5,3.9,2025-09-30,1,23,1,7,0
USR-00941,CMP-0180,Pro,2024-07-21,Healthcare,5.1,19,26.3,19.7,2025-09-30,1,5,2,6,0
USR-00942,CMP-0501,Enterprise,2024-04-10,Healthcare,23.2,17,24.5,11.5,2025-09-28,3,21,0,8,0
USR-00943,CMP-0161,Free,2024-01-21,Consulting,0.5,5,9.6,6.2,2025-09-24,7,1,1,5,0
USR-00944,CMP-0177,Pro,2024-07-09,Technology,11.4,11,27.0,4.1,2025-09-21,10,15,2,5,0
USR-00945,CMP-0285,Pro,2024-11-22,Education,16.3,15,22.8,11.0,2025-09-23,8,26,1,10,0
USR-00946,CMP-0063,Pro,2024-12-22,Logistics,7.8,16,27.9,13.2,2025-09-30,1,12,1,5,0
USR-00947,CMP-0156,Pro,2024-12-31,Marketing,10.6,6,20.3,11.1,2025-09-26,5,21,3,5,0
USR-00948,CMP-0469,Pro,2023-12-12,Media,8.8,14,26.4,16.3,2025-09-22,9,16,1,8,0
USR-00949,CMP-0049,Pro,2024-08-07,Manufacturing,19.7,4,14.3,4.5,2025-09-24,7,25,0,7,0
USR-00950,CMP-0084,Free,2025-03-23,Consulting,0.9,1,12.2,6.0,2025-09-19,12,3,0,7,1
USR-00951,CMP-0361,Enterprise,2024-11-09,Media,10.9,17,18.4,19.3,2025-09-27,4,14,0,8,0
USR-00952,CMP-0148,Free,2024-12-31,Manufacturing,9.9,1,8.3,3.3,2025-10-01,0,24,2,3,0
USR-00953,CMP-0342,Pro,2024-06-16,Marketing,16.1,16,14.0,11.6,2025-09-22,9,28,1,8,0
USR-00954,CMP-0476,Pro,2025-03-11,Marketing,11.5,9,31.8,9.6,2025-09-29,2,14,0,5,0
USR-00955,CMP-0063,Pro,2024-07-07,Logistics,3.2,5,22.3,6.7,2025-09-26,5,12,2,9,0
USR-00956,CMP-0360,Enterprise,2023-11-17,E-commerce,16.7,18,21.6,13.7,2025-10-01,0,28,1,6,0
USR-00957,CMP-0561,Enterprise,2024-10-21,Marketing,13.1,15,23.7,16.1,2025-09-26,5,27,0,6,0
USR-00958,CMP-0327,Enterprise,2025-01-08,Media,18.4,20,35.2,19.8,2025-09-30,1,25,1,6,0
USR-00959,CMP-0141,Pro,2023-12-01,Finance,19.2,8,18.8,10.7,2025-09-24,7,23,1,7,0
USR-00960,CMP-0215,Pro,2024-11-15,Finance,3.3,8,11.5,10.2,2025-09-20,11,6,2,6,0
USR-00961,CMP-0435,Pro,2024-12-23,Manufacturing,8.0,3,8.4,7.6,2025-09-16,15,13,2,7,1
USR-00962,CMP-0318,Enterprise,2024-08-22,Manufacturing,15.2,18,26.5,16.9,2025-09-28,3,22,0,7,0
USR-00963,CMP-0032,Pro,2024-06-15,E-commerce,10.1,11,23.6,12.4,2025-09-30,1,18,2,6,0
USR-00964,CMP-0285,Enterprise,2024-06-03,Finance,21.7,13,34.9,12.2,2025-09-26,5,22,0,7,0
USR-00965,CMP-0305,Enterprise,2024-07-25,Manufacturing,17.1,18,30.0,15.6,2025-09-29,2,24,3,5,0
USR-00966,CMP-0429,Pro,2024-10-07,Marketing,14.1,16,23.6,19.8,2025-09-25,6,20,1,4,0
USR-00967,CMP-0477,Free,2025-02-24,Manufacturing,5.3,8,1.3,3.3,2025-08-27,35,11,3,3,0
USR-00968,CMP-0286,Free,2023-11-02,Healthcare,0.4,1,24.8,6.4,2025-09-27,4,1,6,4,1
USR-00969,CMP-0144,Enterprise,2023-10-07,E-commerce,21.9,19,45.4,16.3,2025-10-01,0,23,0,10,0
USR-00970,CMP-0424,Free,2024-08-12,Consulting,3.8,2,22.9,2.3,2025-09-21,10,10,2,2,0
