user_id,item_id,rating,timestamp
313,144,3,2024-04-24 10:00:00
118,146,2,2024-04-24 11:00:00
100,135,4,2024-04-24 12:00:00
380,45,3,2024-04-24 13:00:00
417,164,3,2024-04-24 14:00:00
408,169,5,2024-04-24 15:00:00
167,42,5,2024-04-24 16:00:00
290,135,3,2024-04-24 17:00:00
440,15,5,2024-04-24 18:00:00
156,60,2,2024-04-24 19:00:00
421,40,2,2024-04-24 20:00:00
7,165,5,2024-04-24 21:00:00
196,194,1,2024-04-24 22:00:00
421,112,3,2024-04-24 23:00:00
56,183,2,2024-04-25 00:00:00
321,77,5,2024-04-25 01:00:00
193,105,5,2024-04-25 02:00:00
47,107,2,2024-04-25 03:00:00
148,122,2,2024-04-25 04:00:00
275,80,1,2024-04-25 05:00:00
157,125,5,2024-04-25 06:00:00
202,184,5,2024-04-25 07:00:00
444,172,4,2024-04-25 08:00:00
402,185,1,2024-04-25 09:00:00
476,134,2,2024-04-25 10:00:00
419,32,2,2024-04-25 11:00:00
427,108,3,2024-04-25 12:00:00
495,114,2,2024-04-25 13:00:00
479,146,5,2024-04-25 14:00:00
475,68,2,2024-04-25 15:00:00
126,127,5,2024-04-25 16:00:00
395,135,5,2024-04-25 17:00:00
305,114,1,2024-04-25 18:00:00
369,8,2,2024-04-25 19:00:00
294,64,1,2024-04-25 20:00:00
64,135,5,2024-04-25 21:00:00
325,41,2,2024-04-25 22:00:00
392,40,2,2024-04-25 23:00:00
418,3,1,2024-04-26 00:00:00
176,145,1,2024-04-26 01:00:00
116,194,5,2024-04-26 02:00:00
440,110,5,2024-04-26 03:00:00
204,114,2,2024-04-26 04:00:00
486,112,2,2024-04-26 05:00:00
321,180,4,2024-04-26 06:00:00
31,150,4,2024-04-26 07:00:00
388,4,3,2024-04-26 08:00:00
113,134,5,2024-04-26 09:00:00
365,166,3,2024-04-26 10:00:00
434,26,3,2024-04-26 11:00:00
325,139,1,2024-04-26 12:00:00
414,17,1,2024-04-26 13:00:00
376,92,4,2024-04-26 14:00:00
344,31,3,2024-04-26 15:00:00
443,163,4,2024-04-26 16:00:00
67,144,5,2024-04-26 17:00:00
75,107,2,2024-04-26 18:00:00
45,146,1,2024-04-26 19:00:00
260,111,5,2024-04-26 20:00:00
154,101,5,2024-04-26 21:00:00
155,112,1,2024-04-26 22:00:00
430,62,1,2024-04-26 23:00:00
363,112,3,2024-04-27 00:00:00
448,155,4,2024-04-27 01:00:00
475,163,5,2024-04-27 02:00:00
234,116,3,2024-04-27 03:00:00
51,173,3,2024-04-27 04:00:00
306,35,5,2024-04-27 05:00:00
262,28,5,2024-04-27 06:00:00
315,103,2,2024-04-27 07:00:00
125,125,4,2024-04-27 08:00:00
399,102,5,2024-04-27 09:00:00
245,137,1,2024-04-27 10:00:00
30,143,2,2024-04-27 11:00:00
426,21,4,2024-04-27 12:00:00
485,52,1,2024-04-27 13:00:00
122,163,1,2024-04-27 14:00:00
125,97,4,2024-04-27 15:00:00
37,51,2,2024-04-27 16:00:00
170,83,1,2024-04-27 17:00:00
124,55,3,2024-04-27 18:00:00
357,77,4,2024-04-27 19:00:00
35,127,4,2024-04-27 20:00:00
87,172,5,2024-04-27 21:00:00
134,193,2,2024-04-27 22:00:00
196,93,3,2024-04-27 23:00:00
274,88,3,2024-04-28 00:00:00
201,80,5,2024-04-28 01:00:00
369,153,1,2024-04-28 02:00:00
285,92,1,2024-04-28 03:00:00
77,47,3,2024-04-28 04:00:00
59,184,2,2024-04-28 05:00:00
431,38,1,2024-04-28 06:00:00
126,139,4,2024-04-28 07:00:00
500,195,5,2024-04-28 08:00:00
401,15,2,2024-04-28 09:00:00
109,1,1,2024-04-28 10:00:00
224,135,3,2024-04-28 11:00:00
496,1,5,2024-04-28 12:00:00
278,49,1,2024-04-28 13:00:00
68,96,3,2024-04-28 14:00:00
69,157,1,2024-04-28 15:00:00
165,26,5,2024-04-28 16:00:00
489,87,4,2024-04-28 17:00:00
305,173,4,2024-04-28 18:00:00
397,93,3,2024-04-28 19:00:00
162,102,4,2024-04-28 20:00:00
365,71,5,2024-04-28 21:00:00
342,140,3,2024-04-28 22:00:00
309,95,1,2024-04-28 23:00:00
379,160,2,2024-04-29 00:00:00
343,118,1,2024-04-29 01:00:00
435,148,5,2024-04-29 02:00:00
387,119,3,2024-04-29 03:00:00
42,51,1,2024-04-29 04:00:00
354,81,3,2024-04-29 05:00:00
416,36,4,2024-04-29 06:00:00
109,67,2,2024-04-29 07:00:00
51,129,5,2024-04-29 08:00:00
250,114,1,2024-04-29 09:00:00
497,155,2,2024-04-29 10:00:00
341,111,5,2024-04-29 11:00:00
430,168,5,2024-04-29 12:00:00
383,142,4,2024-04-29 13:00:00
492,100,3,2024-04-29 14:00:00
21,197,3,2024-04-29 15:00:00
300,109,2,2024-04-29 16:00:00
139,120,4,2024-04-29 17:00:00
359,79,5,2024-04-29 18:00:00
324,134,4,2024-04-29 19:00:00
499,161,4,2024-04-29 20:00:00
385,183,2,2024-04-29 21:00:00
92,19,3,2024-04-29 22:00:00
447,127,4,2024-04-29 23:00:00
280,29,4,2024-04-30 00:00:00
125,189,4,2024-04-30 01:00:00
483,198,1,2024-04-30 02:00:00
397,24,4,2024-04-30 03:00:00
111,151,4,2024-04-30 04:00:00
354,10,5,2024-04-30 05:00:00
139,182,1,2024-04-30 06:00:00
484,105,4,2024-04-30 07:00:00
435,169,4,2024-04-30 08:00:00
273,177,2,2024-04-30 09:00:00
99,145,2,2024-04-30 10:00:00
252,184,1,2024-04-30 11:00:00
338,173,5,2024-04-30 12:00:00
104,158,1,2024-04-30 13:00:00
214,172,1,2024-04-30 14:00:00
249,55,2,2024-04-30 15:00:00
152,147,2,2024-04-30 16:00:00
250,157,5,2024-04-30 17:00:00
275,2,4,2024-04-30 18:00:00
165,164,5,2024-04-30 19:00:00
487,147,4,2024-04-30 20:00:00
341,135,3,2024-04-30 21:00:00
8,154,2,2024-04-30 22:00:00
284,111,3,2024-04-30 23:00:00
5,38,3,2024-05-01 00:00:00
145,131,2,2024-05-01 01:00:00
101,102,3,2024-05-01 02:00:00
164,194,1,2024-05-01 03:00:00
374,95,4,2024-05-01 04:00:00
147,92,5,2024-05-01 05:00:00
64,71,2,2024-05-01 06:00:00
91,171,1,2024-05-01 07:00:00
117,190,5,2024-05-01 08:00:00
354,199,5,2024-05-01 09:00:00
267,24,5,2024-05-01 10:00:00
310,167,3,2024-05-01 11:00:00
173,68,3,2024-05-01 12:00:00
47,128,3,2024-05-01 13:00:00
140,93,3,2024-05-01 14:00:00
246,44,1,2024-05-01 15:00:00
149,133,3,2024-05-01 16:00:00
246,55,2,2024-05-01 17:00:00
395,158,5,2024-05-01 18:00:00
487,29,1,2024-05-01 19:00:00
476,154,3,2024-05-01 20:00:00
5,154,5,2024-05-01 21:00:00
465,37,1,2024-05-01 22:00:00
184,115,5,2024-05-01 23:00:00
20,181,1,2024-05-02 00:00:00
425,158,4,2024-05-02 01:00:00
46,3,1,2024-05-02 02:00:00
12,122,3,2024-05-02 03:00:00
70,43,5,2024-05-02 04:00:00
17,7,5,2024-05-02 05:00:00
371,125,5,2024-05-02 06:00:00
147,49,2,2024-05-02 07:00:00
154,121,2,2024-05-02 08:00:00
304,73,3,2024-05-02 09:00:00
108,41,4,2024-05-02 10:00:00
236,106,2,2024-05-02 11:00:00
308,77,1,2024-05-02 12:00:00
352,182,3,2024-05-02 13:00:00
70,127,4,2024-05-02 14:00:00
183,197,1,2024-05-02 15:00:00
250,91,5,2024-05-02 16:00:00
228,155,2,2024-05-02 17:00:00
102,8,1,2024-05-02 18:00:00
75,32,4,2024-05-02 19:00:00
417,64,3,2024-05-02 20:00:00
446,138,1,2024-05-02 21:00:00
216,13,3,2024-05-02 22:00:00
407,191,5,2024-05-02 23:00:00
399,93,4,2024-05-03 00:00:00
411,163,4,2024-05-03 01:00:00
203,61,2,2024-05-03 02:00:00
192,182,4,2024-05-03 03:00:00
249,8,1,2024-05-03 04:00:00
499,29,1,2024-05-03 05:00:00
242,95,1,2024-05-03 06:00:00
465,41,5,2024-05-03 07:00:00
179,158,4,2024-05-03 08:00:00
437,149,4,2024-05-03 09:00:00
462,11,1,2024-05-03 10:00:00
219,2,2,2024-05-03 11:00:00
82,178,2,2024-05-03 12:00:00
92,169,4,2024-05-03 13:00:00
435,194,4,2024-05-03 14:00:00
175,131,3,2024-05-03 15:00:00
239,80,4,2024-05-03 16:00:00
260,179,1,2024-05-03 17:00:00
391,196,5,2024-05-03 18:00:00
365,87,4,2024-05-03 19:00:00
163,153,4,2024-05-03 20:00:00
48,158,1,2024-05-03 21:00:00
329,106,3,2024-05-03 22:00:00
328,139,4,2024-05-03 23:00:00
116,17,2,2024-05-04 00:00:00
429,154,2,2024-05-04 01:00:00
337,23,2,2024-05-04 02:00:00
337,184,5,2024-05-04 03:00:00
369,180,5,2024-05-04 04:00:00
225,48,4,2024-05-04 05:00:00
352,20,4,2024-05-04 06:00:00
328,2,4,2024-05-04 07:00:00
147,88,5,2024-05-04 08:00:00
63,31,4,2024-05-04 09:00:00
294,155,1,2024-05-04 10:00:00
323,130,3,2024-05-04 11:00:00
443,78,2,2024-05-04 12:00:00
325,4,2,2024-05-04 13:00:00
13,141,1,2024-05-04 14:00:00
431,163,4,2024-05-04 15:00:00
494,128,5,2024-05-04 16:00:00
189,200,4,2024-05-04 17:00:00
287,194,4,2024-05-04 18:00:00
208,134,2,2024-05-04 19:00:00
114,31,2,2024-05-04 20:00:00
480,138,5,2024-05-04 21:00:00
22,21,2,2024-05-04 22:00:00
349,23,4,2024-05-04 23:00:00
214,131,1,2024-05-05 00:00:00
171,160,5,2024-05-05 01:00:00
323,148,1,2024-05-05 02:00:00
54,29,4,2024-05-05 03:00:00
394,105,5,2024-05-05 04:00:00
298,52,1,2024-05-05 05:00:00
320,115,5,2024-05-05 06:00:00
126,174,4,2024-05-05 07:00:00
277,162,5,2024-05-05 08:00:00
464,101,4,2024-05-05 09:00:00
204,84,5,2024-05-05 10:00:00
194,61,5,2024-05-05 11:00:00
169,125,2,2024-05-05 12:00:00
152,200,4,2024-05-05 13:00:00
35,71,3,2024-05-05 14:00:00
184,70,5,2024-05-05 15:00:00
286,139,1,2024-05-05 16:00:00
57,108,2,2024-05-05 17:00:00
222,191,2,2024-05-05 18:00:00
303,21,5,2024-05-05 19:00:00
163,131,3,2024-05-05 20:00:00
19,82,2,2024-05-05 21:00:00
370,88,4,2024-05-05 22:00:00
264,111,5,2024-05-05 23:00:00
282,10,5,2024-05-06 00:00:00
113,155,3,2024-05-06 01:00:00
488,12,4,2024-05-06 02:00:00
327,7,4,2024-05-06 03:00:00
30,145,3,2024-05-06 04:00:00
135,193,1,2024-05-06 05:00:00
67,192,4,2024-05-06 06:00:00
65,114,1,2024-05-06 07:00:00
292,26,1,2024-05-06 08:00:00
25,15,5,2024-05-06 09:00:00
37,33,5,2024-05-06 10:00:00
1,62,2,2024-05-06 11:00:00
399,47,5,2024-05-06 12:00:00
37,95,4,2024-05-06 13:00:00
141,35,4,2024-05-06 14:00:00
232,193,1,2024-05-06 15:00:00
136,200,4,2024-05-06 16:00:00
389,76,5,2024-05-06 17:00:00
188,123,5,2024-05-06 18:00:00
128,83,5,2024-05-06 19:00:00
201,25,3,2024-05-06 20:00:00
127,57,4,2024-05-06 21:00:00
257,32,2,2024-05-06 22:00:00
164,63,4,2024-05-06 23:00:00
35,12,4,2024-05-07 00:00:00
194,63,3,2024-05-07 01:00:00
191,77,4,2024-05-07 02:00:00
104,92,1,2024-05-07 03:00:00
23,1,5,2024-05-07 04:00:00
265,179,5,2024-05-07 05:00:00
290,70,3,2024-05-07 06:00:00
430,136,5,2024-05-07 07:00:00
462,196,1,2024-05-07 08:00:00
384,133,3,2024-05-07 09:00:00
260,86,2,2024-05-07 10:00:00
414,39,5,2024-05-07 11:00:00
479,23,4,2024-05-07 12:00:00
358,68,1,2024-05-07 13:00:00
75,180,1,2024-05-07 14:00:00
355,4,5,2024-05-07 15:00:00
72,126,2,2024-05-07 16:00:00
259,175,4,2024-05-07 17:00:00
398,21,2,2024-05-07 18:00:00
188,184,2,2024-05-07 19:00:00
461,105,5,2024-05-07 20:00:00
173,66,4,2024-05-07 21:00:00
480,187,5,2024-05-07 22:00:00
290,7,5,2024-05-07 23:00:00
45,49,1,2024-05-08 00:00:00
61,16,5,2024-05-08 01:00:00
83,145,3,2024-05-08 02:00:00
123,84,4,2024-05-08 03:00:00
358,87,1,2024-05-08 04:00:00
16,98,4,2024-05-08 05:00:00
66,75,1,2024-05-08 06:00:00
424,34,3,2024-05-08 07:00:00
145,161,5,2024-05-08 08:00:00
375,26,1,2024-05-08 09:00:00
162,66,1,2024-05-08 10:00:00
234,125,1,2024-05-08 11:00:00
380,63,3,2024-05-08 12:00:00
144,87,4,2024-05-08 13:00:00
358,41,3,2024-05-08 14:00:00
188,186,1,2024-05-08 15:00:00
322,98,1,2024-05-08 16:00:00
450,124,5,2024-05-08 17:00:00
474,79,3,2024-05-08 18:00:00
13,10,3,2024-05-08 19:00:00
184,15,2,2024-05-08 20:00:00
111,42,4,2024-05-08 21:00:00
415,93,2,2024-05-08 22:00:00
290,185,2,2024-05-08 23:00:00
295,17,4,2024-05-09 00:00:00
451,188,5,2024-05-09 01:00:00
392,9,5,2024-05-09 02:00:00
215,114,4,2024-05-09 03:00:00
462,36,4,2024-05-09 04:00:00
120,36,3,2024-05-09 05:00:00
382,48,3,2024-05-09 06:00:00
55,51,3,2024-05-09 07:00:00
27,97,3,2024-05-09 08:00:00
118,119,1,2024-05-09 09:00:00
221,95,1,2024-05-09 10:00:00
231,70,5,2024-05-09 11:00:00
53,74,1,2024-05-09 12:00:00
295,80,1,2024-05-09 13:00:00
321,68,3,2024-05-09 14:00:00
401,150,3,2024-05-09 15:00:00
233,77,4,2024-05-09 16:00:00
158,116,3,2024-05-09 17:00:00
437,6,4,2024-05-09 18:00:00
269,154,4,2024-05-09 19:00:00
21,75,1,2024-05-09 20:00:00
403,88,3,2024-05-09 21:00:00
53,3,1,2024-05-09 22:00:00
275,52,3,2024-05-09 23:00:00
313,74,1,2024-05-10 00:00:00
281,125,1,2024-05-10 01:00:00
214,188,1,2024-05-10 02:00:00
31,191,5,2024-05-10 03:00:00
337,65,1,2024-05-10 04:00:00
183,52,2,2024-05-10 05:00:00
23,76,2,2024-05-10 06:00:00
32,142,2,2024-05-10 07:00:00
446,89,4,2024-05-10 08:00:00
74,72,1,2024-05-10 09:00:00
10,68,2,2024-05-10 10:00:00
484,156,4,2024-05-10 11:00:00
456,199,2,2024-05-10 12:00:00
54,138,3,2024-05-10 13:00:00
52,115,5,2024-05-10 14:00:00
148,57,1,2024-05-10 15:00:00
160,66,5,2024-05-10 16:00:00
370,90,5,2024-05-10 17:00:00
14,50,3,2024-05-10 18:00:00
178,14,3,2024-05-10 19:00:00
412,16,3,2024-05-10 20:00:00
366,182,4,2024-05-10 21:00:00
500,171,2,2024-05-10 22:00:00
53,42,1,2024-05-10 23:00:00
408,110,3,2024-05-11 00:00:00
335,22,1,2024-05-11 01:00:00
22,68,1,2024-05-11 02:00:00
30,19,1,2024-05-11 03:00:00
191,66,3,2024-05-11 04:00:00
260,167,3,2024-05-11 05:00:00
205,73,2,2024-05-11 06:00:00
59,147,3,2024-05-11 07:00:00
471,144,3,2024-05-11 08:00:00
264,54,1,2024-05-11 09:00:00
466,153,2,2024-05-11 10:00:00
12,112,5,2024-05-11 11:00:00
119,18,3,2024-05-11 12:00:00
415,151,3,2024-05-11 13:00:00
462,117,5,2024-05-11 14:00:00
290,85,1,2024-05-11 15:00:00
338,139,2,2024-05-11 16:00:00
248,39,1,2024-05-11 17:00:00
354,105,4,2024-05-11 18:00:00
127,68,3,2024-05-11 19:00:00
75,25,4,2024-05-11 20:00:00
361,191,3,2024-05-11 21:00:00
204,158,4,2024-05-11 22:00:00
49,173,5,2024-05-11 23:00:00
79,123,3,2024-05-12 00:00:00
441,121,3,2024-05-12 01:00:00
479,61,4,2024-05-12 02:00:00
241,100,2,2024-05-12 03:00:00
349,51,4,2024-05-12 04:00:00
154,98,3,2024-05-12 05:00:00
274,137,3,2024-05-12 06:00:00
96,2,2,2024-05-12 07:00:00
214,5,1,2024-05-12 08:00:00
294,190,2,2024-05-12 09:00:00
209,197,1,2024-05-12 10:00:00
343,180,3,2024-05-12 11:00:00
88,86,5,2024-05-12 12:00:00
306,133,5,2024-05-12 13:00:00
264,187,4,2024-05-12 14:00:00
425,68,2,2024-05-12 15:00:00
390,9,2,2024-05-12 16:00:00
325,93,5,2024-05-12 17:00:00
428,150,1,2024-05-12 18:00:00
377,155,2,2024-05-12 19:00:00
320,138,1,2024-05-12 20:00:00
157,125,1,2024-05-12 21:00:00
156,61,1,2024-05-12 22:00:00
139,51,1,2024-05-12 23:00:00
121,10,4,2024-05-13 00:00:00
65,134,4,2024-05-13 01:00:00
107,62,5,2024-05-13 02:00:00
147,113,4,2024-05-13 03:00:00
137,133,2,2024-05-13 04:00:00
411,122,4,2024-05-13 05:00:00
162,198,2,2024-05-13 06:00:00
428,191,2,2024-05-13 07:00:00
452,123,1,2024-05-13 08:00:00
100,184,5,2024-05-13 09:00:00
338,187,1,2024-05-13 10:00:00
399,63,1,2024-05-13 11:00:00
307,111,4,2024-05-13 12:00:00
141,89,4,2024-05-13 13:00:00
83,187,2,2024-05-13 14:00:00
177,51,4,2024-05-13 15:00:00
198,178,4,2024-05-13 16:00:00
112,132,3,2024-05-13 17:00:00
56,104,2,2024-05-13 18:00:00
460,123,2,2024-05-13 19:00:00
179,48,3,2024-05-13 20:00:00
421,32,2,2024-05-13 21:00:00
401,120,5,2024-05-13 22:00:00
186,179,5,2024-05-13 23:00:00
471,180,3,2024-05-14 00:00:00
218,99,4,2024-05-14 01:00:00
413,74,5,2024-05-14 02:00:00
417,34,3,2024-05-14 03:00:00
316,164,5,2024-05-14 04:00:00
475,70,1,2024-05-14 05:00:00
217,171,3,2024-05-14 06:00:00
120,110,2,2024-05-14 07:00:00
439,16,5,2024-05-14 08:00:00
394,59,2,2024-05-14 09:00:00
175,181,3,2024-05-14 10:00:00
23,19,5,2024-05-14 11:00:00
213,95,2,2024-05-14 12:00:00
405,113,4,2024-05-14 13:00:00
235,41,4,2024-05-14 14:00:00
13,81,1,2024-05-14 15:00:00
101,175,3,2024-05-14 16:00:00
417,103,2,2024-05-14 17:00:00
24,54,1,2024-05-14 18:00:00
364,183,3,2024-05-14 19:00:00
11,95,4,2024-05-14 20:00:00
273,147,2,2024-05-14 21:00:00
452,62,5,2024-05-14 22:00:00
431,99,4,2024-05-14 23:00:00
281,93,5,2024-05-15 00:00:00
94,187,5,2024-05-15 01:00:00
201,65,2,2024-05-15 02:00:00
21,68,2,2024-05-15 03:00:00
340,28,5,2024-05-15 04:00:00
467,18,1,2024-05-15 05:00:00
211,26,5,2024-05-15 06:00:00
140,104,5,2024-05-15 07:00:00
293,147,2,2024-05-15 08:00:00
298,55,3,2024-05-15 09:00:00
401,119,4,2024-05-15 10:00:00
101,124,2,2024-05-15 11:00:00
304,185,1,2024-05-15 12:00:00
359,134,4,2024-05-15 13:00:00
28,129,2,2024-05-15 14:00:00
41,8,2,2024-05-15 15:00:00
355,51,3,2024-05-15 16:00:00
303,85,1,2024-05-15 17:00:00
496,25,1,2024-05-15 18:00:00
146,175,2,2024-05-15 19:00:00
256,183,3,2024-05-15 20:00:00
462,192,2,2024-05-15 21:00:00
227,83,5,2024-05-15 22:00:00
236,93,5,2024-05-15 23:00:00
361,117,3,2024-05-16 00:00:00
380,138,2,2024-05-16 01:00:00
455,56,3,2024-05-16 02:00:00
489,12,2,2024-05-16 03:00:00
13,161,2,2024-05-16 04:00:00
210,120,5,2024-05-16 05:00:00
229,71,4,2024-05-16 06:00:00
397,17,1,2024-05-16 07:00:00
100,189,1,2024-05-16 08:00:00
31,122,3,2024-05-16 09:00:00
386,124,1,2024-05-16 10:00:00
16,10,5,2024-05-16 11:00:00
137,31,4,2024-05-16 12:00:00
329,60,2,2024-05-16 13:00:00
166,70,2,2024-05-16 14:00:00
459,17,5,2024-05-16 15:00:00
310,50,1,2024-05-16 16:00:00
440,37,2,2024-05-16 17:00:00
470,190,1,2024-05-16 18:00:00
481,118,5,2024-05-16 19:00:00
100,200,2,2024-05-16 20:00:00
109,157,3,2024-05-16 21:00:00
343,160,4,2024-05-16 22:00:00
173,80,1,2024-05-16 23:00:00
237,11,1,2024-05-17 00:00:00
162,134,1,2024-05-17 01:00:00
393,123,1,2024-05-17 02:00:00
216,35,5,2024-05-17 03:00:00
264,33,5,2024-05-17 04:00:00
263,18,5,2024-05-17 05:00:00
292,165,5,2024-05-17 06:00:00
274,13,2,2024-05-17 07:00:00
3,90,5,2024-05-17 08:00:00
28,110,2,2024-05-17 09:00:00
326,192,3,2024-05-17 10:00:00
492,1,5,2024-05-17 11:00:00
428,63,3,2024-05-17 12:00:00
149,34,5,2024-05-17 13:00:00
28,103,3,2024-05-17 14:00:00
488,10,4,2024-05-17 15:00:00
310,128,3,2024-05-17 16:00:00
438,7,2,2024-05-17 17:00:00
65,56,1,2024-05-17 18:00:00
356,80,3,2024-05-17 19:00:00
21,165,1,2024-05-17 20:00:00
252,157,4,2024-05-17 21:00:00
235,12,4,2024-05-17 22:00:00
227,145,2,2024-05-17 23:00:00
13,48,2,2024-05-18 00:00:00
313,26,3,2024-05-18 01:00:00
49,112,5,2024-05-18 02:00:00
118,122,4,2024-05-18 03:00:00
54,12,1,2024-05-18 04:00:00
138,149,5,2024-05-18 05:00:00
53,42,4,2024-05-18 06:00:00
44,61,3,2024-05-18 07:00:00
303,58,4,2024-05-18 08:00:00
53,182,2,2024-05-18 09:00:00
74,34,1,2024-05-18 10:00:00
46,7,1,2024-05-18 11:00:00
13,109,2,2024-05-18 12:00:00
165,35,5,2024-05-18 13:00:00
102,15,2,2024-05-18 14:00:00
280,193,1,2024-05-18 15:00:00
258,25,3,2024-05-18 16:00:00
470,59,5,2024-05-18 17:00:00
337,79,4,2024-05-18 18:00:00
356,86,3,2024-05-18 19:00:00
398,134,5,2024-05-18 20:00:00
138,180,1,2024-05-18 21:00:00
163,88,1,2024-05-18 22:00:00
409,149,3,2024-05-18 23:00:00
387,71,5,2024-05-19 00:00:00
111,121,4,2024-05-19 01:00:00
102,93,4,2024-05-19 02:00:00
17,96,2,2024-05-19 03:00:00
268,32,3,2024-05-19 04:00:00
182,53,5,2024-05-19 05:00:00
372,59,3,2024-05-19 06:00:00
24,69,4,2024-05-19 07:00:00
29,190,5,2024-05-19 08:00:00
171,132,1,2024-05-19 09:00:00
409,86,1,2024-05-19 10:00:00
228,18,5,2024-05-19 11:00:00
378,81,3,2024-05-19 12:00:00
188,114,3,2024-05-19 13:00:00
346,184,1,2024-05-19 14:00:00
230,24,1,2024-05-19 15:00:00
321,66,4,2024-05-19 16:00:00
340,141,5,2024-05-19 17:00:00
119,62,3,2024-05-19 18:00:00
156,54,4,2024-05-19 19:00:00
272,143,3,2024-05-19 20:00:00
175,197,1,2024-05-19 21:00:00
465,131,5,2024-05-19 22:00:00
104,37,2,2024-05-19 23:00:00
92,37,5,2024-05-20 00:00:00
186,131,2,2024-05-20 01:00:00
460,191,4,2024-05-20 02:00:00
283,35,2,2024-05-20 03:00:00
181,180,2,2024-05-20 04:00:00
170,124,4,2024-05-20 05:00:00
187,156,5,2024-05-20 06:00:00
175,18,4,2024-05-20 07:00:00
222,122,1,2024-05-20 08:00:00
233,164,1,2024-05-20 09:00:00
162,161,2,2024-05-20 10:00:00
421,192,4,2024-05-20 11:00:00
134,154,4,2024-05-20 12:00:00
391,48,4,2024-05-20 13:00:00
480,168,5,2024-05-20 14:00:00
224,17,3,2024-05-20 15:00:00
153,168,3,2024-05-20 16:00:00
33,135,3,2024-05-20 17:00:00
55,57,5,2024-05-20 18:00:00
442,8,4,2024-05-20 19:00:00
7,128,3,2024-05-20 20:00:00
244,117,4,2024-05-20 21:00:00
313,56,2,2024-05-20 22:00:00
126,126,3,2024-05-20 23:00:00
12,159,2,2024-05-21 00:00:00
16,59,5,2024-05-21 01:00:00
208,58,1,2024-05-21 02:00:00
43,140,5,2024-05-21 03:00:00
373,176,5,2024-05-21 04:00:00
484,159,5,2024-05-21 05:00:00
461,108,3,2024-05-21 06:00:00
135,191,2,2024-05-21 07:00:00
228,74,3,2024-05-21 08:00:00
111,167,1,2024-05-21 09:00:00
307,148,5,2024-05-21 10:00:00
457,101,4,2024-05-21 11:00:00
160,48,1,2024-05-21 12:00:00
331,71,2,2024-05-21 13:00:00
264,116,1,2024-05-21 14:00:00
225,182,3,2024-05-21 15:00:00
471,122,4,2024-05-21 16:00:00
217,78,3,2024-05-21 17:00:00
456,199,5,2024-05-21 18:00:00
45,29,5,2024-05-21 19:00:00
214,93,1,2024-05-21 20:00:00
59,73,5,2024-05-21 21:00:00
132,100,5,2024-05-21 22:00:00
104,176,2,2024-05-21 23:00:00
195,74,2,2024-05-22 00:00:00
413,184,3,2024-05-22 01:00:00
489,95,3,2024-05-22 02:00:00
157,17,2,2024-05-22 03:00:00
98,137,1,2024-05-22 04:00:00
226,97,2,2024-05-22 05:00:00
412,162,3,2024-05-22 06:00:00
205,173,4,2024-05-22 07:00:00
79,9,5,2024-05-22 08:00:00
124,135,4,2024-05-22 09:00:00
471,144,4,2024-05-22 10:00:00
428,19,5,2024-05-22 11:00:00
218,134,2,2024-05-22 12:00:00
4,114,1,2024-05-22 13:00:00
90,139,4,2024-05-22 14:00:00
104,125,1,2024-05-22 15:00:00
393,61,3,2024-05-22 16:00:00
119,42,4,2024-05-22 17:00:00
133,13,3,2024-05-22 18:00:00
312,140,2,2024-05-22 19:00:00
96,85,4,2024-05-22 20:00:00
468,20,3,2024-05-22 21:00:00
434,50,3,2024-05-22 22:00:00
331,164,2,2024-05-22 23:00:00
143,92,1,2024-05-23 00:00:00
288,88,1,2024-05-23 01:00:00
28,69,4,2024-05-23 02:00:00
278,37,2,2024-05-23 03:00:00
233,140,4,2024-05-23 04:00:00
17,99,1,2024-05-23 05:00:00
59,125,2,2024-05-23 06:00:00
90,168,5,2024-05-23 07:00:00
492,54,2,2024-05-23 08:00:00
199,130,2,2024-05-23 09:00:00
362,178,5,2024-05-23 10:00:00
441,41,3,2024-05-23 11:00:00
26,45,3,2024-05-23 12:00:00
25,103,3,2024-05-23 13:00:00
394,106,1,2024-05-23 14:00:00
301,137,2,2024-05-23 15:00:00
339,190,5,2024-05-23 16:00:00
267,128,1,2024-05-23 17:00:00
461,86,5,2024-05-23 18:00:00
181,47,1,2024-05-23 19:00:00
456,5,1,2024-05-23 20:00:00
360,1,1,2024-05-23 21:00:00
68,44,5,2024-05-23 22:00:00
495,150,4,2024-05-23 23:00:00
351,38,1,2024-05-24 00:00:00
412,19,3,2024-05-24 01:00:00
459,159,2,2024-05-24 02:00:00
491,115,4,2024-05-24 03:00:00
321,195,4,2024-05-24 04:00:00
49,87,5,2024-05-24 05:00:00
175,170,4,2024-05-24 06:00:00
52,123,5,2024-05-24 07:00:00
102,82,5,2024-05-24 08:00:00
216,154,3,2024-05-24 09:00:00
438,141,1,2024-05-24 10:00:00
188,58,4,2024-05-24 11:00:00
57,146,1,2024-05-24 12:00:00
47,67,1,2024-05-24 13:00:00
159,122,1,2024-05-24 14:00:00
489,87,5,2024-05-24 15:00:00
174,131,1,2024-05-24 16:00:00
242,55,4,2024-05-24 17:00:00
282,89,5,2024-05-24 18:00:00
241,58,4,2024-05-24 19:00:00
370,63,5,2024-05-24 20:00:00
5,91,2,2024-05-24 21:00:00
84,52,2,2024-05-24 22:00:00
308,126,2,2024-05-24 23:00:00
361,24,2,2024-05-25 00:00:00
459,72,5,2024-05-25 01:00:00
